chromosome	coordinate	RE_density	HFC
DcoA	70850000	0.03146	HFC
DcoA	70950000	0.0305	HFC
DcoA	71050000	0.02399	HFC
DcoA	71150000	0.03082	HFC
DcoA	71250000	0.02985	HFC
DcoA	71350000	0.03089	HFC
DcoA	71450000	0.03449	HFC
DcoA	71550000	0.03071	HFC
DcoA	71650000	0.03046	HFC
DcoA	71750000	0.03394	HFC
DcoA	71850000	0.03344	HFC
DcoA	71950000	0.0305	HFC
DcoA	72050000	0.03218	non-HFC
DcoA	72150000	0.02986	non-HFC
DcoA	72250000	0.03172	non-HFC
DcoA	72350000	0.03001	non-HFC
DcoA	72450000	0.03049	non-HFC
DcoA	72550000	0.0311	non-HFC
DcoA	72650000	0.03445	non-HFC
DcoA	72750000	0.0315	non-HFC
DcoA	72850000	0.03456	non-HFC
DcoA	72950000	0.03346	non-HFC
DcoA	73050000	0.03396	non-HFC
DcoA	73150000	0.03504	non-HFC
DcoA	73250000	0.03048	non-HFC
DcoA	73350000	0.02894	non-HFC
DcoA	73450000	0.0333	non-HFC
DcoA	73550000	0.0337	non-HFC
DcoA	73650000	0.03349	non-HFC
DcoA	73750000	0.03132	non-HFC
DcoA	73850000	0.03079	non-HFC
DcoA	73950000	0.02945	non-HFC
DcoA	74050000	0.03364	non-HFC
DcoA	74150000	0.02957	non-HFC
DcoA	74250000	0.03086	non-HFC
DcoA	74350000	0.03353	non-HFC
DcoA	74450000	0.03388	non-HFC
DcoA	74550000	0.03221	non-HFC
DcoA	74650000	0.03548	non-HFC
DcoA	74750000	0.03272	non-HFC
DcoA	74850000	0.03489	non-HFC
DcoA	74950000	0.0332	non-HFC
DcoA	75050000	0.03454	non-HFC
DcoA	75150000	0.03569	non-HFC
DcoA	75250000	0.04108	non-HFC
DcoA	75350000	0.03201	non-HFC
DcoA	75450000	0.03704	non-HFC
DcoA	75550000	0.03418	non-HFC
DcoA	75650000	0.03464	non-HFC
DcoA	75750000	0.0331	non-HFC
DcoA	75850000	0.03163	non-HFC
DcoA	75950000	0.03361	non-HFC
DcoA	76050000	0.03622	non-HFC
DcoA	76150000	0.03365	non-HFC
DcoA	76250000	0.03518	non-HFC
DcoA	76350000	0.03125	non-HFC
DcoA	76450000	0.03311	non-HFC
DcoA	76550000	0.03578	non-HFC
DcoA	76650000	0.03461	non-HFC
DcoA	76750000	0.03159	non-HFC
DcoA	76850000	0.03293	non-HFC
DcoA	76950000	0.03221	non-HFC
DcoA	77050000	0.03503	non-HFC
DcoA	77150000	0.03339	non-HFC
DcoA	77250000	0.03759	non-HFC
DcoA	77350000	0.03522	non-HFC
DcoA	77450000	0.03427	non-HFC
DcoA	77550000	0.0356	non-HFC
DcoA	77650000	0.03277	non-HFC
DcoA	77750000	0.03147	non-HFC
DcoA	77850000	0.0322	non-HFC
DcoA	77950000	0.03301	non-HFC
DcoA	78050000	0.03502	non-HFC
DcoA	78150000	0.03316	non-HFC
DcoA	78250000	0.03037	non-HFC
DcoA	78350000	0.03459	non-HFC
DcoA	78450000	0.03132	non-HFC
DcoA	78550000	0.03269	non-HFC
DcoA	78650000	0.03234	non-HFC
DcoA	78750000	0.03018	non-HFC
DcoA	78850000	0.03481	non-HFC
DcoA	78950000	0.02761	non-HFC
DcoA	79050000	0.03176	non-HFC
DcoA	79150000	0.02785	non-HFC
DcoA	79250000	0.02924	non-HFC
DcoA	79350000	0.03422	non-HFC
DcoA	79450000	0.03476	non-HFC
DcoA	79550000	0.02867	non-HFC
DcoA	79650000	0.02983	non-HFC
DcoA	79750000	0.03246	non-HFC
DcoA	79850000	0.03315	non-HFC
DcoA	79950000	0.03004	non-HFC
DcoA	80050000	0.03425	non-HFC
DcoA	80150000	0.03143	non-HFC
DcoA	80250000	0.03005	non-HFC
DcoA	80350000	0.02965	non-HFC
DcoA	80450000	0.02807	non-HFC
DcoA	80550000	0.03027	non-HFC
DcoA	80650000	0.03063	non-HFC
DcoA	80750000	0.03362	non-HFC
DcoA	80850000	0.03112	non-HFC
DcoA	80950000	0.02784	non-HFC
DcoA	81050000	0.02944	non-HFC
DcoA	81150000	0.0269	non-HFC
DcoA	81250000	0.02494	non-HFC
DcoA	81350000	0.03056	non-HFC
DcoA	81450000	0.03017	non-HFC
DcoA	81550000	0.03146	non-HFC
DcoA	81650000	0.03283	non-HFC
DcoA	81750000	0.03107	non-HFC
DcoA	81850000	0.03045	non-HFC
DcoA	81936122	0.026783860474773342	non-HFC
DcoB	50000	0.02748	non-HFC
DcoB	150000	0.02933	non-HFC
DcoB	250000	0.03287	non-HFC
DcoB	350000	0.02589	non-HFC
DcoB	450000	0.03005	non-HFC
DcoB	550000	0.0294	non-HFC
DcoB	650000	0.03277	non-HFC
DcoB	750000	0.03049	non-HFC
DcoB	850000	0.02818	non-HFC
DcoB	950000	0.02737	non-HFC
DcoB	1050000	0.02842	non-HFC
DcoB	1150000	0.02918	non-HFC
DcoB	1250000	0.03306	non-HFC
DcoB	1350000	0.03178	non-HFC
DcoB	1450000	0.03166	non-HFC
DcoB	1550000	0.03328	non-HFC
DcoB	1650000	0.03224	non-HFC
DcoB	1750000	0.03344	non-HFC
DcoB	1850000	0.0308	non-HFC
DcoB	1950000	0.03332	non-HFC
DcoB	2050000	0.03062	non-HFC
DcoB	2150000	0.03278557114228457	non-HFC
DcoB	2250000	0.03171	non-HFC
DcoB	2350000	0.03232	non-HFC
DcoB	2450000	0.03344	non-HFC
DcoB	2550000	0.03245	non-HFC
DcoB	2650000	0.02889	non-HFC
DcoB	2750000	0.02805	non-HFC
DcoB	2850000	0.02915	non-HFC
DcoB	2950000	0.02757	non-HFC
DcoB	3050000	0.02793	non-HFC
DcoB	3150000	0.03222	non-HFC
DcoB	3250000	0.03041	non-HFC
DcoB	3350000	0.02938	non-HFC
DcoB	3450000	0.02996	non-HFC
DcoB	3550000	0.03108	non-HFC
DcoB	3650000	0.03189	non-HFC
DcoB	3750000	0.03074	non-HFC
DcoB	3850000	0.03457	non-HFC
DcoB	3950000	0.0318	non-HFC
DcoB	4050000	0.0354	non-HFC
DcoB	4150000	0.03317	non-HFC
DcoB	4250000	0.03539	non-HFC
DcoB	4350000	0.0323	non-HFC
DcoB	4450000	0.03321	non-HFC
DcoB	4550000	0.03222	non-HFC
DcoB	4650000	0.03304	non-HFC
DcoB	4750000	0.03281	non-HFC
DcoB	4850000	0.03218	non-HFC
DcoB	4950000	0.03397	non-HFC
DcoB	5050000	0.03093	non-HFC
DcoB	5150000	0.03246	non-HFC
DcoB	5250000	0.03379	non-HFC
DcoB	5350000	0.03468	non-HFC
DcoB	5450000	0.03279	non-HFC
DcoB	5550000	0.03266	non-HFC
DcoB	5650000	0.03054	non-HFC
DcoB	5750000	0.03261	non-HFC
DcoB	5850000	0.03158	non-HFC
DcoB	5950000	0.03228	non-HFC
DcoB	6050000	0.03171	non-HFC
DcoB	6150000	0.03214	non-HFC
DcoB	6250000	0.03221	non-HFC
DcoB	6350000	0.03392	non-HFC
DcoB	6450000	0.03208	non-HFC
DcoB	6550000	0.03287	non-HFC
DcoB	6650000	0.00629	non-HFC
DcoB	6750000	0.01466	non-HFC
DcoB	6850000	0.03397	non-HFC
DcoB	6950000	0.03422	non-HFC
DcoB	7050000	0.03135	non-HFC
DcoB	7150000	0.03221	non-HFC
DcoB	7250000	0.03492	non-HFC
DcoB	7350000	0.03397	non-HFC
DcoB	7450000	0.03684	non-HFC
DcoB	7550000	0.03569	non-HFC
DcoB	7650000	0.03669	non-HFC
DcoB	7750000	0.03542	non-HFC
DcoB	7850000	0.03135	non-HFC
DcoB	7950000	0.03269	non-HFC
DcoB	8050000	0.029809619238476952	non-HFC
DcoB	8150000	0.03392	non-HFC
DcoB	8250000	0.03148	non-HFC
DcoB	8350000	0.03022	non-HFC
DcoB	8450000	0.03269	non-HFC
DcoB	8550000	0.03266	non-HFC
DcoB	8650000	0.03329	non-HFC
DcoB	8750000	0.03766	non-HFC
DcoB	8850000	0.03644	non-HFC
DcoB	8950000	0.03462	non-HFC
DcoB	9050000	0.03226	non-HFC
DcoB	9150000	0.03571	non-HFC
DcoB	9250000	0.03441	non-HFC
DcoB	9350000	0.03234	non-HFC
DcoB	9450000	0.03344	non-HFC
DcoB	9550000	0.03945	HFC
DcoB	9650000	0.03309	HFC
DcoB	9750000	0.03305	HFC
DcoB	9850000	0.03105	HFC
DcoB	9950000	0.03058	HFC
DcoB	10050000	0.03471	HFC
DcoB	10150000	0.0316	HFC
DcoB	10250000	0.03298	HFC
DcoB	10350000	0.02987	HFC
DcoB	10450000	0.03034	HFC
DcoB	10550000	0.02723	HFC
DcoB	10650000	0.02993	HFC
DcoB	10750000	0.03089	HFC
DcoB	10850000	0.02776	HFC
DcoB	10950000	0.03271	HFC
DcoB	11050000	0.03	HFC
DcoB	11150000	0.03644	HFC
DcoB	11250000	0.04143	HFC
DcoB	11350000	0.02982	HFC
DcoB	11450000	0.0285	HFC
DcoB	11550000	0.02999	HFC
DcoB	11650000	0.02811	HFC
DcoB	11750000	0.03063	HFC
DcoB	11850000	0.02835	HFC
DcoB	11950000	0.0301	HFC
DcoB	12050000	0.02675	HFC
DcoB	12150000	0.03422	HFC
DcoB	12250000	0.03402	HFC
DcoB	12350000	0.0351	HFC
DcoB	12450000	0.03486	HFC
DcoB	12550000	0.03507	non-HFC
DcoB	12650000	0.0328	non-HFC
DcoB	12750000	0.03298	non-HFC
DcoB	12850000	0.02816	non-HFC
DcoB	12950000	0.02934	non-HFC
DcoB	13050000	0.02779	non-HFC
DcoB	13150000	0.02973	non-HFC
DcoB	13250000	0.02798	non-HFC
DcoB	13350000	0.03063	non-HFC
DcoB	13450000	0.03084	non-HFC
DcoB	13550000	0.02733	non-HFC
DcoB	13650000	0.02726	non-HFC
DcoB	13750000	0.02748	non-HFC
DcoB	13850000	0.02692	non-HFC
DcoB	13950000	0.02842	non-HFC
DcoB	14050000	0.031	non-HFC
DcoB	14150000	0.02896	non-HFC
DcoB	14250000	0.03178	non-HFC
DcoB	14350000	0.0276	non-HFC
DcoB	14450000	0.0313	non-HFC
DcoB	14550000	0.03224	non-HFC
DcoB	14650000	0.02923	non-HFC
DcoB	14750000	0.03159	non-HFC
DcoB	14850000	0.0289	non-HFC
DcoB	14950000	0.02897	non-HFC
DcoB	15050000	0.02814	non-HFC
DcoB	15150000	0.03119	non-HFC
DcoB	15250000	0.03316	non-HFC
DcoB	15350000	0.02986	non-HFC
DcoB	15450000	0.03287	non-HFC
DcoB	15550000	0.03352	non-HFC
DcoB	15650000	0.02929	non-HFC
DcoB	15750000	0.030801603206412825	non-HFC
DcoB	15850000	0.03148	non-HFC
DcoB	15950000	0.03492	non-HFC
DcoB	16050000	0.03451	non-HFC
DcoB	16150000	0.03611	non-HFC
DcoB	16250000	0.03383	non-HFC
DcoB	16350000	0.03409	non-HFC
DcoB	16450000	0.03227	non-HFC
DcoB	16550000	0.03141	non-HFC
DcoB	16650000	0.03308	non-HFC
DcoB	16750000	0.03358	non-HFC
DcoB	16850000	0.03446	non-HFC
DcoB	16950000	0.03129	non-HFC
DcoB	17050000	0.03553	non-HFC
DcoB	17150000	0.033	non-HFC
DcoB	17250000	0.03568	non-HFC
DcoB	17350000	0.03145	non-HFC
DcoB	17450000	0.03386	non-HFC
DcoB	17550000	0.035	non-HFC
DcoB	17650000	0.03631	non-HFC
DcoB	17750000	0.03267	non-HFC
DcoB	17850000	0.03326	non-HFC
DcoB	17950000	0.03376	non-HFC
DcoB	18050000	0.03259	non-HFC
DcoB	18150000	0.03457	non-HFC
DcoB	18250000	0.03151	non-HFC
DcoB	18350000	0.03071	non-HFC
DcoB	18450000	0.03388	non-HFC
DcoB	18550000	0.03315	non-HFC
DcoB	18650000	0.03159	non-HFC
DcoB	18750000	0.03238	non-HFC
DcoB	18850000	0.03237	non-HFC
DcoB	18950000	0.03152304609218437	non-HFC
DcoB	19050000	0.03292	non-HFC
DcoB	19150000	0.03599	non-HFC
DcoB	19250000	0.0348	non-HFC
DcoB	19350000	0.03126	non-HFC
DcoB	19450000	0.03031	non-HFC
DcoB	19550000	0.03094	non-HFC
DcoB	19650000	0.03203	non-HFC
DcoB	19750000	0.03395	non-HFC
DcoB	19850000	0.034	non-HFC
DcoB	19950000	0.03244	non-HFC
DcoB	20050000	0.03485	non-HFC
DcoB	20150000	0.03402	non-HFC
DcoB	20250000	0.03407	non-HFC
DcoB	20350000	0.03242	non-HFC
DcoB	20450000	0.03094	non-HFC
DcoB	20550000	0.03239	non-HFC
DcoB	20650000	0.03171	non-HFC
DcoB	20750000	0.03376	non-HFC
DcoB	20850000	0.03321	non-HFC
DcoB	20950000	0.03089	non-HFC
DcoB	21050000	0.03398	non-HFC
DcoB	21150000	0.03382	non-HFC
DcoB	21250000	0.03459	non-HFC
DcoB	21350000	0.03118	non-HFC
DcoB	21450000	0.03292	non-HFC
DcoB	21550000	0.03357	non-HFC
DcoB	21650000	0.03151	non-HFC
DcoB	21750000	0.03463	non-HFC
DcoB	21850000	0.03628	non-HFC
DcoB	21950000	0.03099	non-HFC
DcoB	22050000	0.03497	non-HFC
DcoB	22150000	0.03156	non-HFC
DcoB	22250000	0.03368	non-HFC
DcoB	22350000	0.03255	non-HFC
DcoB	22450000	0.03239	non-HFC
DcoB	22550000	0.03205	non-HFC
DcoB	22650000	0.03244	non-HFC
DcoB	22750000	0.03331	non-HFC
DcoB	22850000	0.03205	non-HFC
DcoB	22950000	0.03596	non-HFC
DcoB	23050000	0.03018	non-HFC
DcoB	23150000	0.03398	non-HFC
DcoB	23250000	0.03007	non-HFC
DcoB	23350000	0.03423	non-HFC
DcoB	23450000	0.03508	non-HFC
DcoB	23550000	0.03247	non-HFC
DcoB	23650000	0.02941	non-HFC
DcoB	23750000	0.03085	non-HFC
DcoB	23850000	0.03178	non-HFC
DcoB	23950000	0.03012	non-HFC
DcoB	24050000	0.03312	non-HFC
DcoB	24150000	0.0329	non-HFC
DcoB	24250000	0.03336	non-HFC
DcoB	24350000	0.0318	non-HFC
DcoB	24450000	0.0332	non-HFC
DcoB	24550000	0.02738	non-HFC
DcoB	24650000	0.03687	non-HFC
DcoB	24750000	0.03275	non-HFC
DcoB	24850000	0.02906	non-HFC
DcoB	24950000	0.0325	non-HFC
DcoB	25050000	0.03363	non-HFC
DcoB	25150000	0.0312	non-HFC
DcoB	25250000	0.03107	non-HFC
DcoB	25350000	0.0304	non-HFC
DcoB	25450000	0.03089	non-HFC
DcoB	25550000	0.03087	HFC
DcoB	25650000	0.03149	HFC
DcoB	25750000	0.03666	HFC
DcoB	25850000	0.03333	HFC
DcoB	25950000	0.02991	HFC
DcoB	26050000	0.02775	HFC
DcoB	26150000	0.02983	HFC
DcoB	26250000	0.02819	HFC
DcoB	26350000	0.03165	HFC
DcoB	26450000	0.03035	HFC
DcoB	26550000	0.02876	HFC
DcoB	26650000	0.03153	HFC
DcoB	26750000	0.03271	HFC
DcoB	26850000	0.03283	HFC
DcoB	26950000	0.03285	HFC
DcoB	27050000	0.0339	HFC
DcoB	27150000	0.03582	HFC
DcoB	27250000	0.03629	HFC
DcoB	27350000	0.03367	HFC
DcoB	27450000	0.02994	HFC
DcoB	27550000	0.02818	HFC
DcoB	27650000	0.03235	HFC
DcoB	27750000	0.02818	HFC
DcoB	27850000	0.03191	HFC
DcoB	27950000	0.03127	HFC
DcoB	28050000	0.03281	HFC
DcoB	28150000	0.03297	HFC
DcoB	28250000	0.03124	HFC
DcoB	28350000	0.03562	HFC
DcoB	28450000	0.03167	HFC
DcoB	28550000	0.03198	non-HFC
DcoB	28650000	0.03292	non-HFC
DcoB	28750000	0.03244	non-HFC
DcoB	28850000	0.02805	non-HFC
DcoB	28950000	0.03	non-HFC
DcoB	29050000	0.03246	non-HFC
DcoB	29150000	0.029	non-HFC
DcoB	29250000	0.03241	non-HFC
DcoB	29350000	0.02643	non-HFC
DcoB	29450000	0.03089	non-HFC
DcoB	29550000	0.03195	non-HFC
DcoB	29650000	0.02782	non-HFC
DcoB	29750000	0.03306	non-HFC
DcoB	29850000	0.03182	non-HFC
DcoB	29950000	0.03043	non-HFC
DcoB	30050000	0.03411	non-HFC
DcoB	30150000	0.03086	non-HFC
DcoB	30250000	0.03019	non-HFC
DcoB	30350000	0.03183	non-HFC
DcoB	30450000	0.03078	non-HFC
DcoB	30550000	0.0349	non-HFC
DcoB	30650000	0.0314	non-HFC
DcoB	30750000	0.03021	non-HFC
DcoB	30850000	0.03007	non-HFC
DcoB	30950000	0.03775	non-HFC
DcoB	31050000	0.03276	non-HFC
DcoB	31150000	0.03281	non-HFC
DcoB	31250000	0.03341	non-HFC
DcoB	31350000	0.0333	non-HFC
DcoB	31450000	0.03379	non-HFC
DcoB	31550000	0.03545	non-HFC
DcoB	31650000	0.03005	non-HFC
DcoB	31750000	0.03092	non-HFC
DcoB	31850000	0.03201	non-HFC
DcoB	31950000	0.03337	non-HFC
DcoB	32050000	0.03293	non-HFC
DcoB	32150000	0.03472	non-HFC
DcoB	32250000	0.03357	non-HFC
DcoB	32350000	0.02699	non-HFC
DcoB	32450000	0.0292	non-HFC
DcoB	32550000	0.03048	non-HFC
DcoB	32650000	0.03177	non-HFC
DcoB	32750000	0.02799	non-HFC
DcoB	32850000	0.02663	non-HFC
DcoB	32950000	0.0293	non-HFC
DcoB	33050000	0.03198	non-HFC
DcoB	33150000	0.03497	non-HFC
DcoB	33250000	0.03155	non-HFC
DcoB	33350000	0.03286	non-HFC
DcoB	33450000	0.02936	non-HFC
DcoB	33550000	0.03034	non-HFC
DcoB	33650000	0.02936	non-HFC
DcoB	33750000	0.02963	non-HFC
DcoB	33850000	0.02901	non-HFC
DcoB	33950000	0.02991	non-HFC
DcoB	34050000	0.03291	non-HFC
DcoB	34150000	0.03093	non-HFC
DcoB	34250000	0.03171	non-HFC
DcoB	34350000	0.03499	non-HFC
DcoB	34450000	0.03387	non-HFC
DcoB	34550000	0.03304	non-HFC
DcoB	34650000	0.0308	non-HFC
DcoB	34750000	0.03372	non-HFC
DcoB	34850000	0.03269	non-HFC
DcoB	34950000	0.02976	non-HFC
DcoB	35050000	0.0266	non-HFC
DcoB	35150000	0.03302	non-HFC
DcoB	35250000	0.02758	non-HFC
DcoB	35350000	0.03312	non-HFC
DcoB	35450000	0.03079	non-HFC
DcoB	35550000	0.03444	non-HFC
DcoB	35650000	0.02838	non-HFC
DcoB	35750000	0.03144	non-HFC
DcoB	35850000	0.03081	non-HFC
DcoB	35950000	0.03099	non-HFC
DcoB	36050000	0.03171	non-HFC
DcoB	36150000	0.03418	non-HFC
DcoB	36250000	0.03408	non-HFC
DcoB	36350000	0.0323	non-HFC
DcoB	36450000	0.03304	non-HFC
DcoB	36550000	0.03186	non-HFC
DcoB	36650000	0.03601	non-HFC
DcoB	36750000	0.03583	non-HFC
DcoB	36850000	0.03385	non-HFC
DcoB	36950000	0.03433	non-HFC
DcoB	37050000	0.03388	non-HFC
DcoB	37150000	0.03399	non-HFC
DcoB	37250000	0.03425	non-HFC
DcoB	37350000	0.03528	non-HFC
DcoB	37450000	0.03536	non-HFC
DcoB	37550000	0.03265	non-HFC
DcoB	37650000	0.0332	non-HFC
DcoB	37750000	0.03005	non-HFC
DcoB	37850000	0.0338	non-HFC
DcoB	37950000	0.03272	non-HFC
DcoB	38050000	0.02886	non-HFC
DcoB	38150000	0.03173	non-HFC
DcoB	38250000	0.02663	non-HFC
DcoB	38350000	0.03012	non-HFC
DcoB	38450000	0.03079	non-HFC
DcoB	38550000	0.03154	non-HFC
DcoB	38650000	0.03174	non-HFC
DcoB	38750000	0.03397	non-HFC
DcoB	38850000	0.03371	non-HFC
DcoB	38950000	0.03535	non-HFC
DcoB	39050000	0.03059	HFC
DcoB	39150000	0.03285	HFC
DcoB	39250000	0.03286	HFC
DcoB	39350000	0.03161	HFC
DcoB	39450000	0.03647	HFC
DcoB	39550000	0.03455	HFC
DcoB	39650000	0.03483	HFC
DcoB	39750000	0.03431	HFC
DcoB	39850000	0.032	HFC
DcoB	39950000	0.03173	HFC
DcoB	40050000	0.03242	HFC
DcoB	40150000	0.04046	HFC
DcoB	40250000	0.03377	HFC
DcoB	40350000	0.03183	HFC
DcoB	40450000	0.03032	HFC
DcoB	40550000	0.02921	HFC
DcoB	40650000	0.0296	HFC
DcoB	40750000	0.02887	HFC
DcoB	40850000	0.03029	HFC
DcoB	40950000	0.02778	HFC
DcoB	41050000	0.0292	HFC
DcoB	41150000	0.03161	HFC
DcoB	41250000	0.0309	HFC
DcoB	41350000	0.02939	HFC
DcoB	41450000	0.02977	HFC
DcoB	41550000	0.02817	HFC
DcoB	41650000	0.02924	HFC
DcoB	41750000	0.03014	HFC
DcoB	41850000	0.03396	HFC
DcoB	41950000	0.03175	HFC
DcoB	42050000	0.03124	non-HFC
DcoB	42150000	0.03113	non-HFC
DcoB	42250000	0.03207	non-HFC
DcoB	42350000	0.03612	non-HFC
DcoB	42450000	0.03266	non-HFC
DcoB	42550000	0.03289	non-HFC
DcoB	42650000	0.03333	non-HFC
DcoB	42750000	0.03423	non-HFC
DcoB	42850000	0.03012	non-HFC
DcoB	42950000	0.03347	non-HFC
DcoB	43050000	0.03426	non-HFC
DcoB	43150000	0.03511	non-HFC
DcoB	43250000	0.03358	non-HFC
DcoB	43350000	0.03406	non-HFC
DcoB	43450000	0.03453	non-HFC
DcoB	43550000	0.03412	non-HFC
DcoB	43650000	0.03273	non-HFC
DcoB	43750000	0.03593	non-HFC
DcoB	43850000	0.03207	non-HFC
DcoB	43950000	0.03446	non-HFC
DcoB	44050000	0.03739	non-HFC
DcoB	44150000	0.03786	non-HFC
DcoB	44250000	0.03438	non-HFC
DcoB	44350000	0.03139	non-HFC
DcoB	44450000	0.03269	non-HFC
DcoB	44550000	0.03207	non-HFC
DcoB	44650000	0.03622	non-HFC
DcoB	44750000	0.03303	non-HFC
DcoB	44850000	0.03256	non-HFC
DcoB	44950000	0.03092	non-HFC
DcoB	45050000	0.03175	non-HFC
DcoB	45150000	0.03437	non-HFC
DcoB	45250000	0.03318	non-HFC
DcoB	45350000	0.03261	non-HFC
DcoB	45450000	0.0338	non-HFC
DcoB	45550000	0.03434	non-HFC
DcoB	45650000	0.03119	non-HFC
DcoB	45750000	0.03126	non-HFC
DcoB	45850000	0.03216	non-HFC
DcoB	45950000	0.03215	non-HFC
DcoB	46050000	0.03126	non-HFC
DcoB	46150000	0.03031	non-HFC
DcoB	46250000	0.03399	non-HFC
DcoB	46350000	0.02994	non-HFC
DcoB	46450000	0.0322	non-HFC
DcoB	46550000	0.0309	non-HFC
DcoB	46650000	0.03239	non-HFC
DcoB	46750000	0.03162	non-HFC
DcoB	46850000	0.02952	non-HFC
DcoB	46950000	0.03217	non-HFC
DcoB	47050000	0.03059	non-HFC
DcoB	47150000	0.02993	non-HFC
DcoB	47250000	0.03391	non-HFC
DcoB	47350000	0.02645	non-HFC
DcoB	47450000	0.03092	non-HFC
DcoB	47550000	0.02904	non-HFC
DcoB	47650000	0.02965	non-HFC
DcoB	47750000	0.03335	HFC
DcoB	47850000	0.0272	HFC
DcoB	47950000	0.02867	HFC
DcoB	48050000	0.02552	HFC
DcoB	48150000	0.03373	HFC
DcoB	48250000	0.03358	HFC
DcoB	48350000	0.0319	HFC
DcoB	48450000	0.02943	HFC
DcoB	48550000	0.03023	HFC
DcoB	48650000	0.03003	HFC
DcoB	48750000	0.0295	HFC
DcoB	48850000	0.03452	HFC
DcoB	48950000	0.03318	HFC
DcoB	49050000	0.03394	HFC
DcoB	49150000	0.03648	HFC
DcoB	49250000	0.03384	HFC
DcoB	49350000	0.03556	HFC
DcoB	49450000	0.03502	HFC
DcoB	49550000	0.0316	HFC
DcoB	49650000	0.03173	HFC
DcoB	49750000	0.02939	HFC
DcoB	49850000	0.02835	HFC
DcoB	49950000	0.03331	HFC
DcoB	50050000	0.02939	HFC
DcoB	50150000	0.02926	HFC
DcoB	50250000	0.03057	HFC
DcoB	50350000	0.02824	HFC
DcoB	50450000	0.03229	HFC
DcoB	50550000	0.02927	HFC
DcoB	50650000	0.03372	HFC
DcoB	50750000	0.02814	HFC
DcoB	50850000	0.03146	non-HFC
DcoB	50950000	0.02892	non-HFC
DcoB	51050000	0.03023	non-HFC
DcoB	51150000	0.02747	non-HFC
DcoB	51250000	0.02942	non-HFC
DcoB	51350000	0.03085	non-HFC
DcoB	51450000	0.02997	non-HFC
DcoB	51550000	0.02721	non-HFC
DcoB	51650000	0.02819	non-HFC
DcoB	51750000	0.03024	non-HFC
DcoB	51850000	0.03298	non-HFC
DcoB	51950000	0.03133	non-HFC
DcoB	52050000	0.03231	non-HFC
DcoB	52150000	0.0311	non-HFC
DcoB	52250000	0.02995	non-HFC
DcoB	52350000	0.03488	non-HFC
DcoB	52450000	0.03039	non-HFC
DcoB	52550000	0.03263	non-HFC
DcoB	52650000	0.03153	non-HFC
DcoB	52750000	0.02977	non-HFC
DcoB	52850000	0.03302	non-HFC
DcoB	52950000	0.03234	non-HFC
DcoB	53050000	0.03156	non-HFC
DcoB	53150000	0.0311	non-HFC
DcoB	53250000	0.035	non-HFC
DcoB	53350000	0.03136	non-HFC
DcoB	53450000	0.02972	non-HFC
DcoB	53550000	0.03426	non-HFC
DcoB	53650000	0.0332	non-HFC
DcoB	53750000	0.03243	non-HFC
DcoB	53850000	0.03174	non-HFC
DcoB	53950000	0.03185	non-HFC
DcoB	54050000	0.03239	non-HFC
DcoB	54150000	0.03559	non-HFC
DcoB	54250000	0.03135	non-HFC
DcoB	54350000	0.03517	non-HFC
DcoB	54450000	0.03433	non-HFC
DcoB	54550000	0.03326	non-HFC
DcoB	54650000	0.03729	non-HFC
DcoB	54750000	0.03436	non-HFC
DcoB	54850000	0.0324	non-HFC
DcoB	54950000	0.03149	non-HFC
DcoB	55050000	0.03145	non-HFC
DcoB	55150000	0.03457	non-HFC
DcoB	55250000	0.03194	non-HFC
DcoB	55350000	0.03217	non-HFC
DcoB	55450000	0.03382	non-HFC
DcoB	55550000	0.03235	non-HFC
DcoB	55650000	0.03484	non-HFC
DcoB	55750000	0.03351	non-HFC
DcoB	55850000	0.03486	non-HFC
DcoB	55950000	0.03401	non-HFC
DcoB	56050000	0.03637	non-HFC
DcoB	56150000	0.03271	non-HFC
DcoB	56250000	0.03689	non-HFC
DcoB	56350000	0.03242	non-HFC
DcoB	56450000	0.03084	non-HFC
DcoB	56550000	0.03516	non-HFC
DcoB	56650000	0.03669	non-HFC
DcoB	56750000	0.03289	non-HFC
DcoB	56850000	0.03162	non-HFC
DcoB	56950000	0.03112	non-HFC
DcoB	57050000	0.03248	non-HFC
DcoB	57150000	0.03318	non-HFC
DcoB	57250000	0.03214	non-HFC
DcoB	57350000	0.03337	non-HFC
DcoB	57450000	0.03407	non-HFC
DcoB	57550000	0.03906	non-HFC
DcoB	57650000	0.03104	non-HFC
DcoB	57750000	0.03528	non-HFC
DcoB	57850000	0.03151	non-HFC
DcoB	57950000	0.03278	non-HFC
DcoB	58050000	0.03731	non-HFC
DcoB	58150000	0.03274	non-HFC
DcoB	58250000	0.0323	non-HFC
DcoB	58350000	0.0339	non-HFC
DcoB	58450000	0.03582	non-HFC
DcoB	58550000	0.03276	non-HFC
DcoB	58650000	0.03438	non-HFC
DcoB	58750000	0.03487	non-HFC
DcoB	58850000	0.03321	non-HFC
DcoB	58950000	0.03334	non-HFC
DcoB	59050000	0.02937	non-HFC
DcoB	59150000	0.03034	non-HFC
DcoB	59250000	0.03299	non-HFC
DcoB	59350000	0.03002	non-HFC
DcoB	59450000	0.03285	non-HFC
DcoB	59550000	0.03256	non-HFC
DcoB	59650000	0.03161	non-HFC
DcoB	59750000	0.03126	non-HFC
DcoB	59850000	0.02984	non-HFC
DcoB	59950000	0.02718	non-HFC
