chromosome	coordinate	RE_density	HFC
DcoB	60050000	0.02795	non-HFC
DcoB	60150000	0.02783	non-HFC
DcoB	60250000	0.03231	non-HFC
DcoB	60350000	0.02936	non-HFC
DcoB	60450000	0.03065	non-HFC
DcoB	60550000	0.03324	HFC
DcoB	60650000	0.02979	HFC
DcoB	60750000	0.03011	HFC
DcoB	60850000	0.03217	HFC
DcoB	60950000	0.02993	HFC
DcoB	61050000	0.03121	HFC
DcoB	61150000	0.03091	HFC
DcoB	61250000	0.03318	HFC
DcoB	61350000	0.03338	HFC
DcoB	61450000	0.03023	HFC
DcoB	61550000	0.03456	HFC
DcoB	61650000	0.03281	HFC
DcoB	61750000	0.02992	HFC
DcoB	61850000	0.03036	HFC
DcoB	61950000	0.03124	HFC
DcoB	62050000	0.02763	HFC
DcoB	62150000	0.03072	HFC
DcoB	62250000	0.02881	HFC
DcoB	62350000	0.0323	HFC
DcoB	62450000	0.03217	HFC
DcoB	62550000	0.03111	HFC
DcoB	62650000	0.03486	HFC
DcoB	62750000	0.03809	HFC
DcoB	62850000	0.03383	HFC
DcoB	62950000	0.03425	HFC
DcoB	63050000	0.03422	HFC
DcoB	63150000	0.03203	HFC
DcoB	63250000	0.0333	HFC
DcoB	63350000	0.03191	HFC
DcoB	63450000	0.02925	HFC
DcoB	63550000	0.02455	non-HFC
DcoB	63650000	0.02843	non-HFC
DcoB	63750000	0.02746	non-HFC
DcoB	63850000	0.02991	non-HFC
DcoB	63950000	0.028	non-HFC
DcoB	64050000	0.03304	non-HFC
DcoB	64150000	0.02634	non-HFC
DcoB	64250000	0.02652	non-HFC
DcoB	64350000	0.02753	non-HFC
DcoB	64450000	0.02859	non-HFC
DcoB	64550000	0.02928	non-HFC
DcoB	64650000	0.02894	non-HFC
DcoB	64750000	0.02886	non-HFC
DcoB	64850000	0.03099	non-HFC
DcoB	64950000	0.03072	non-HFC
DcoB	65050000	0.02774	non-HFC
DcoB	65150000	0.02906	non-HFC
DcoB	65250000	0.03036	non-HFC
DcoB	65350000	0.02802	non-HFC
DcoB	65450000	0.03131	non-HFC
DcoB	65550000	0.0316	non-HFC
DcoB	65650000	0.0313	non-HFC
DcoB	65750000	0.0331	non-HFC
DcoB	65850000	0.03034	non-HFC
DcoB	65950000	0.03038	non-HFC
DcoB	66050000	0.03421	non-HFC
DcoB	66150000	0.02839	non-HFC
DcoB	66250000	0.03037	non-HFC
DcoB	66350000	0.03094	non-HFC
DcoB	66450000	0.03552	non-HFC
DcoB	66550000	0.03256	non-HFC
DcoB	66650000	0.03448	non-HFC
DcoB	66750000	0.03269	non-HFC
DcoB	66850000	0.03549	non-HFC
DcoB	66950000	0.03635	non-HFC
DcoB	67050000	0.03073	non-HFC
DcoB	67150000	0.03548	non-HFC
DcoB	67250000	0.0367	non-HFC
DcoB	67350000	0.03214	non-HFC
DcoB	67450000	0.03111	non-HFC
DcoB	67550000	0.0332	non-HFC
DcoB	67650000	0.03335	non-HFC
DcoB	67750000	0.03529	non-HFC
DcoB	67850000	0.03393	non-HFC
DcoB	67950000	0.03386	non-HFC
DcoB	68050000	0.03504	non-HFC
DcoB	68150000	0.03388	non-HFC
DcoB	68250000	0.03593	non-HFC
DcoB	68350000	0.03433	non-HFC
DcoB	68450000	0.03456	non-HFC
DcoB	68550000	0.03616	non-HFC
DcoB	68650000	0.03435	non-HFC
DcoB	68750000	0.03436	non-HFC
DcoB	68850000	0.0326	non-HFC
DcoB	68950000	0.03356	non-HFC
DcoB	69050000	0.03206	non-HFC
DcoB	69150000	0.03408	non-HFC
DcoB	69250000	0.03395	non-HFC
DcoB	69350000	0.0334	non-HFC
DcoB	69450000	0.03301	non-HFC
DcoB	69550000	0.03065	non-HFC
DcoB	69650000	0.03231	non-HFC
DcoB	69750000	0.03379	non-HFC
DcoB	69850000	0.0362	non-HFC
DcoB	69950000	0.03083	non-HFC
DcoB	70050000	0.0346	non-HFC
DcoB	70150000	0.0322	non-HFC
DcoB	70250000	0.03101	non-HFC
DcoB	70350000	0.03314	non-HFC
DcoB	70450000	0.03654	non-HFC
DcoB	70550000	0.03307	non-HFC
DcoB	70650000	0.03423	non-HFC
DcoB	70750000	0.03358	non-HFC
DcoB	70850000	0.03617	non-HFC
DcoB	70950000	0.03478	non-HFC
DcoB	71050000	0.03383	non-HFC
DcoB	71150000	0.03294589178356713	non-HFC
DcoB	71250000	0.03187	non-HFC
DcoB	71350000	0.03144	non-HFC
DcoB	71450000	0.031	non-HFC
DcoB	71550000	0.03273	non-HFC
DcoB	71650000	0.03459	non-HFC
DcoB	71750000	0.03207	non-HFC
DcoB	71850000	0.03368	non-HFC
DcoB	71950000	0.03005	non-HFC
DcoB	72050000	0.03364	non-HFC
DcoB	72150000	0.031	non-HFC
DcoB	72250000	0.03168	non-HFC
DcoB	72350000	0.03018	non-HFC
DcoB	72450000	0.03346	non-HFC
DcoB	72550000	0.03344	non-HFC
DcoB	72650000	0.02964	non-HFC
DcoB	72750000	0.03166	non-HFC
DcoB	72850000	0.03071	non-HFC
DcoB	72950000	0.03085	non-HFC
DcoB	73050000	0.03274	non-HFC
DcoB	73150000	0.03082	non-HFC
DcoB	73250000	0.02917	non-HFC
DcoB	73350000	0.02783	non-HFC
DcoB	73450000	0.03033	non-HFC
DcoB	73550000	0.03123	non-HFC
DcoB	73650000	0.03111	non-HFC
DcoB	73750000	0.02953	non-HFC
DcoB	73850000	0.03372	non-HFC
DcoB	73950000	0.03534	non-HFC
DcoB	74050000	0.03635	HFC
DcoB	74150000	0.03425	HFC
DcoB	74250000	0.03096	HFC
DcoB	74350000	0.02927	HFC
DcoB	74450000	0.02781	HFC
DcoB	74550000	0.02891	HFC
DcoB	74650000	0.03048	HFC
DcoB	74750000	0.03152	HFC
DcoB	74850000	0.03348	HFC
DcoB	74950000	0.0337	HFC
DcoB	75050000	0.0331	HFC
DcoB	75150000	0.03763	HFC
DcoB	75250000	0.03691	HFC
DcoB	75350000	0.03341	HFC
DcoB	75450000	0.03239	HFC
DcoB	75550000	0.03115	HFC
DcoB	75650000	0.03022	HFC
DcoB	75750000	0.03113	HFC
DcoB	75850000	0.03054	HFC
DcoB	75950000	0.027	HFC
DcoB	76050000	0.02918	HFC
DcoB	76150000	0.02873	HFC
DcoB	76250000	0.03249	HFC
DcoB	76350000	0.03245	HFC
DcoB	76450000	0.03358	HFC
DcoB	76550000	0.03154	HFC
DcoB	76650000	0.03198	HFC
DcoB	76750000	0.03274	HFC
DcoB	76850000	0.03275	HFC
DcoB	76950000	0.03007	HFC
DcoB	77050000	0.03067	non-HFC
DcoB	77150000	0.02776	non-HFC
DcoB	77250000	0.03357	non-HFC
DcoB	77350000	0.03057	non-HFC
DcoB	77450000	0.03045	non-HFC
DcoB	77550000	0.03012	non-HFC
DcoB	77650000	0.03499	non-HFC
DcoB	77750000	0.03168	non-HFC
DcoB	77850000	0.03419	non-HFC
DcoB	77950000	0.03142	non-HFC
DcoB	78050000	0.03334	non-HFC
DcoB	78150000	0.03681	non-HFC
DcoB	78250000	0.03072	non-HFC
DcoB	78350000	0.03218	non-HFC
DcoB	78450000	0.03075	non-HFC
DcoB	78550000	0.03425	non-HFC
DcoB	78650000	0.03148	non-HFC
DcoB	78750000	0.03383	non-HFC
DcoB	78850000	0.02991	non-HFC
DcoB	78950000	0.03412	non-HFC
DcoB	79050000	0.02982	non-HFC
DcoB	79150000	0.03291	non-HFC
DcoB	79250000	0.02997	non-HFC
DcoB	79350000	0.03191	non-HFC
DcoB	79450000	0.03386	non-HFC
DcoB	79550000	0.0342	non-HFC
DcoB	79650000	0.03269	non-HFC
DcoB	79750000	0.03448	non-HFC
DcoB	79850000	0.03467	non-HFC
DcoB	79950000	0.03369	non-HFC
DcoB	80050000	0.03485	non-HFC
DcoB	80150000	0.0318	non-HFC
DcoB	80250000	0.03332	non-HFC
DcoB	80350000	0.03512	non-HFC
DcoB	80450000	0.04205	non-HFC
DcoB	80550000	0.03143	non-HFC
DcoB	80650000	0.03526	non-HFC
DcoB	80750000	0.03576	non-HFC
DcoB	80850000	0.03268	non-HFC
DcoB	80950000	0.0347	non-HFC
DcoB	81050000	0.03206	non-HFC
DcoB	81150000	0.03125	non-HFC
DcoB	81250000	0.03452	non-HFC
DcoB	81350000	0.03789	non-HFC
DcoB	81450000	0.03212	non-HFC
DcoB	81550000	0.03543	non-HFC
DcoB	81650000	0.02969	non-HFC
DcoB	81750000	0.03436	non-HFC
DcoB	81850000	0.03337	non-HFC
DcoB	81950000	0.03522	non-HFC
DcoB	82050000	0.03513	non-HFC
DcoB	82150000	0.03314	non-HFC
DcoB	82250000	0.03121	non-HFC
DcoB	82350000	0.03578	non-HFC
DcoB	82450000	0.0323	non-HFC
DcoB	82550000	0.0346	non-HFC
DcoB	82650000	0.03548	non-HFC
DcoB	82750000	0.03369	non-HFC
DcoB	82850000	0.03353	non-HFC
DcoB	82950000	0.03506	non-HFC
DcoB	83050000	0.03352	non-HFC
DcoB	83150000	0.03309	non-HFC
DcoB	83250000	0.03167	non-HFC
DcoB	83350000	0.0309	non-HFC
DcoB	83450000	0.03319	non-HFC
DcoB	83550000	0.03572	non-HFC
DcoB	83650000	0.03067	non-HFC
DcoB	83750000	0.03247	non-HFC
DcoB	83850000	0.02845	non-HFC
DcoB	83950000	0.03294	non-HFC
DcoB	84050000	0.03244	non-HFC
DcoB	84150000	0.03354	non-HFC
DcoB	84250000	0.03121	non-HFC
DcoB	84350000	0.03112	non-HFC
DcoB	84450000	0.03393	non-HFC
DcoB	84550000	0.03038	non-HFC
DcoB	84650000	0.02798	non-HFC
DcoB	84750000	0.03204	non-HFC
DcoB	84850000	0.02851	non-HFC
DcoB	84950000	0.02914	non-HFC
DcoB	85050000	0.03259	non-HFC
DcoB	85150000	0.03588	non-HFC
DcoB	85250000	0.02972	non-HFC
DcoB	85350000	0.03064	non-HFC
DcoB	85450000	0.03187	non-HFC
DcoB	85550000	0.03165	non-HFC
DcoB	85650000	0.03315	non-HFC
DcoB	85750000	0.03316	non-HFC
DcoB	85850000	0.0313	non-HFC
DcoB	85950000	0.03147	non-HFC
DcoB	86050000	0.02792	non-HFC
DcoB	86150000	0.02911	non-HFC
DcoB	86250000	0.02853	non-HFC
DcoB	86350000	0.02967	non-HFC
DcoB	86450000	0.03036	non-HFC
DcoB	86550000	0.03074	non-HFC
DcoB	86650000	0.03036	non-HFC
DcoB	86750000	0.02896	non-HFC
DcoB	86850000	0.0299	non-HFC
DcoB	86950000	0.02767	non-HFC
DcoB	87050000	0.02836	non-HFC
DcoB	87150000	0.0258	non-HFC
DcoB	87250000	0.03023	non-HFC
DcoB	87350000	0.02989	non-HFC
DcoB	87450000	0.03191	non-HFC
DcoB	87550000	0.03369	non-HFC
DcoB	87650000	0.02934	non-HFC
DcoB	87708852	0.020842747401717127	non-HFC
DpaA	50000	0.00728	non-HFC
DpaA	150000	0.01088	non-HFC
DpaA	250000	0.00988	non-HFC
DpaA	350000	0.011182364729458917	non-HFC
DpaA	450000	0.00948	non-HFC
DpaA	550000	0.01264	non-HFC
DpaA	650000	0.01332	non-HFC
DpaA	750000	0.01212	non-HFC
DpaA	850000	0.011	non-HFC
DpaA	950000	0.01372	non-HFC
DpaA	1050000	0.01216	non-HFC
DpaA	1150000	0.01148	non-HFC
DpaA	1250000	0.01056	non-HFC
DpaA	1350000	0.01112	non-HFC
DpaA	1450000	0.011	non-HFC
DpaA	1550000	0.01156	non-HFC
DpaA	1650000	0.01112	non-HFC
DpaA	1750000	0.01084	non-HFC
DpaA	1850000	0.01172	non-HFC
DpaA	1950000	0.01068	non-HFC
DpaA	2050000	0.0128	non-HFC
DpaA	2150000	0.012705410821643287	non-HFC
DpaA	2250000	0.01232	non-HFC
DpaA	2350000	0.0124	non-HFC
DpaA	2450000	0.01416	non-HFC
DpaA	2550000	0.01264	non-HFC
DpaA	2650000	0.01348	non-HFC
DpaA	2750000	0.01288	non-HFC
DpaA	2850000	0.01212	non-HFC
DpaA	2950000	0.011	non-HFC
DpaA	3050000	0.01244	non-HFC
DpaA	3150000	0.01216	non-HFC
DpaA	3250000	0.01236	non-HFC
DpaA	3350000	0.01272	non-HFC
DpaA	3450000	0.0132	non-HFC
DpaA	3550000	0.01344	non-HFC
DpaA	3650000	0.0128	non-HFC
DpaA	3750000	0.01224	non-HFC
DpaA	3850000	0.01492	non-HFC
DpaA	3950000	0.01304	non-HFC
DpaA	4050000	0.01288	non-HFC
DpaA	4150000	0.0126	non-HFC
DpaA	4250000	0.01208	non-HFC
DpaA	4350000	0.01356	non-HFC
DpaA	4450000	0.01376	non-HFC
DpaA	4550000	0.01196	non-HFC
DpaA	4650000	0.01388	non-HFC
DpaA	4750000	0.01276	non-HFC
DpaA	4850000	0.01324	non-HFC
DpaA	4950000	0.013	non-HFC
DpaA	5050000	0.01184	non-HFC
DpaA	5150000	0.01436	non-HFC
DpaA	5250000	0.01208	non-HFC
DpaA	5350000	0.01144	non-HFC
DpaA	5450000	0.01292	non-HFC
DpaA	5550000	0.01104	non-HFC
DpaA	5650000	0.01256	non-HFC
DpaA	5750000	0.0116	non-HFC
DpaA	5850000	0.01228	non-HFC
DpaA	5950000	0.01196	non-HFC
DpaA	6050000	0.01232	non-HFC
DpaA	6150000	0.01284	non-HFC
DpaA	6250000	0.01276	non-HFC
DpaA	6350000	0.01268	non-HFC
DpaA	6450000	0.01248	non-HFC
DpaA	6550000	0.0122	non-HFC
DpaA	6650000	0.00996	non-HFC
DpaA	6750000	0.01496	non-HFC
DpaA	6850000	0.0144	non-HFC
DpaA	6950000	0.01136	non-HFC
DpaA	7050000	0.02032	non-HFC
DpaA	7150000	0.01564	non-HFC
DpaA	7250000	0.01208	non-HFC
DpaA	7350000	0.01192	non-HFC
DpaA	7450000	0.01076	non-HFC
DpaA	7550000	0.01164	non-HFC
DpaA	7650000	0.01268	non-HFC
DpaA	7750000	0.01296	non-HFC
DpaA	7850000	0.01316	non-HFC
DpaA	7950000	0.01312	non-HFC
DpaA	8050000	0.01188	non-HFC
DpaA	8150000	0.01284	non-HFC
DpaA	8250000	0.013	non-HFC
DpaA	8350000	0.01144	non-HFC
DpaA	8450000	0.01296	non-HFC
DpaA	8550000	0.01196	non-HFC
DpaA	8650000	0.01164	non-HFC
DpaA	8750000	0.01076	non-HFC
DpaA	8850000	0.01196	non-HFC
DpaA	8950000	0.01212	non-HFC
DpaA	9050000	0.01404	non-HFC
DpaA	9150000	0.01256	non-HFC
DpaA	9250000	0.011	non-HFC
DpaA	9350000	0.01208	non-HFC
DpaA	9450000	0.01276	non-HFC
DpaA	9550000	0.01116	non-HFC
DpaA	9650000	0.01056	non-HFC
DpaA	9750000	0.011	non-HFC
DpaA	9850000	0.0116	non-HFC
DpaA	9950000	0.01368	non-HFC
DpaA	10050000	0.01556	HFC
DpaA	10150000	0.01096	HFC
DpaA	10250000	0.01188	HFC
DpaA	10350000	0.01244	HFC
DpaA	10450000	0.01076	HFC
DpaA	10550000	0.0118	HFC
DpaA	10650000	0.01004	HFC
DpaA	10750000	0.01196	HFC
DpaA	10850000	0.00948	HFC
DpaA	10950000	0.01088	HFC
DpaA	11050000	0.01084	HFC
DpaA	11150000	0.01024	HFC
DpaA	11250000	0.01172	HFC
DpaA	11350000	0.00884	HFC
DpaA	11450000	0.01156	HFC
DpaA	11550000	0.012	HFC
DpaA	11650000	0.01368	HFC
DpaA	11750000	0.01228	HFC
DpaA	11850000	0.0114	HFC
DpaA	11950000	0.00928	HFC
DpaA	12050000	0.01136	HFC
DpaA	12150000	0.01084	HFC
DpaA	12250000	0.01164	HFC
DpaA	12350000	0.01036	HFC
DpaA	12450000	0.01124	HFC
DpaA	12550000	0.01072	HFC
DpaA	12650000	0.01096	HFC
DpaA	12750000	0.01244	HFC
DpaA	12850000	0.01172	HFC
DpaA	12950000	0.01196	HFC
DpaA	13050000	0.01268	non-HFC
DpaA	13150000	0.01184	non-HFC
DpaA	13250000	0.01008	non-HFC
DpaA	13350000	0.01108	non-HFC
DpaA	13450000	0.0122	non-HFC
DpaA	13550000	0.01124	non-HFC
DpaA	13650000	0.01088	non-HFC
DpaA	13750000	0.01104	non-HFC
DpaA	13850000	0.01228	non-HFC
DpaA	13950000	0.01108	non-HFC
DpaA	14050000	0.01156	non-HFC
DpaA	14150000	0.01136	non-HFC
DpaA	14250000	0.01164	non-HFC
DpaA	14350000	0.0128	non-HFC
DpaA	14450000	0.01144	non-HFC
DpaA	14550000	0.01208	non-HFC
DpaA	14650000	0.01132	non-HFC
DpaA	14750000	0.0112	non-HFC
DpaA	14850000	0.01156	non-HFC
DpaA	14950000	0.01376	non-HFC
DpaA	15050000	0.01248	non-HFC
DpaA	15150000	0.01256	non-HFC
DpaA	15250000	0.01168	non-HFC
DpaA	15350000	0.0112	non-HFC
DpaA	15450000	0.01364	non-HFC
DpaA	15550000	0.01296	non-HFC
DpaA	15650000	0.01316	non-HFC
DpaA	15750000	0.01512	non-HFC
DpaA	15850000	0.012	non-HFC
DpaA	15950000	0.01352	non-HFC
DpaA	16050000	0.01364	non-HFC
DpaA	16150000	0.01276	non-HFC
DpaA	16250000	0.01248	non-HFC
DpaA	16350000	0.01252	non-HFC
DpaA	16450000	0.01328	non-HFC
DpaA	16550000	0.01228	non-HFC
DpaA	16650000	0.013	non-HFC
DpaA	16750000	0.0122	non-HFC
DpaA	16850000	0.01096	non-HFC
DpaA	16950000	0.01184	non-HFC
DpaA	17050000	0.01272	non-HFC
DpaA	17150000	0.01184	non-HFC
DpaA	17250000	0.0116	non-HFC
DpaA	17350000	0.01212	non-HFC
DpaA	17450000	0.01272	non-HFC
DpaA	17550000	0.01236	non-HFC
DpaA	17650000	0.0116	non-HFC
DpaA	17750000	0.0058	non-HFC
DpaA	17850000	0.01228	non-HFC
DpaA	17950000	0.01216	non-HFC
DpaA	18050000	0.0114	non-HFC
DpaA	18150000	0.01148	non-HFC
DpaA	18250000	0.01216	non-HFC
DpaA	18350000	0.01216	non-HFC
DpaA	18450000	0.01044	non-HFC
DpaA	18550000	0.01264	non-HFC
DpaA	18650000	0.012	non-HFC
DpaA	18750000	0.01068	non-HFC
DpaA	18850000	0.01208	non-HFC
DpaA	18950000	0.0124	non-HFC
DpaA	19050000	0.01124	non-HFC
DpaA	19150000	0.01296	non-HFC
DpaA	19250000	0.0128	non-HFC
DpaA	19350000	0.0128	non-HFC
DpaA	19450000	0.01248	non-HFC
DpaA	19550000	0.01216	non-HFC
DpaA	19650000	0.01212	non-HFC
DpaA	19750000	0.01062124248496994	non-HFC
DpaA	19850000	0.01172	non-HFC
DpaA	19950000	0.01164	non-HFC
DpaA	20050000	0.01252	non-HFC
DpaA	20150000	0.01172	non-HFC
DpaA	20250000	0.01152	non-HFC
DpaA	20350000	0.01128	non-HFC
DpaA	20450000	0.01168	non-HFC
DpaA	20550000	0.01228	non-HFC
DpaA	20650000	0.01108	non-HFC
DpaA	20750000	0.01216	non-HFC
DpaA	20850000	0.01132	non-HFC
DpaA	20950000	0.01232	non-HFC
DpaA	21050000	0.01236	non-HFC
DpaA	21150000	0.0118	non-HFC
DpaA	21250000	0.01212	non-HFC
DpaA	21350000	0.01296	non-HFC
DpaA	21450000	0.01156	non-HFC
DpaA	21550000	0.01144	non-HFC
DpaA	21650000	0.01036	non-HFC
DpaA	21750000	0.01144	non-HFC
DpaA	21850000	0.01104	non-HFC
DpaA	21950000	0.01228	non-HFC
DpaA	22050000	0.01332	non-HFC
DpaA	22150000	0.01236	non-HFC
DpaA	22250000	0.01204	non-HFC
DpaA	22350000	0.01156	non-HFC
DpaA	22450000	0.01172	non-HFC
DpaA	22550000	0.0114	non-HFC
DpaA	22650000	0.01256	non-HFC
DpaA	22750000	0.01128	non-HFC
DpaA	22850000	0.01192	non-HFC
DpaA	22950000	0.0126	non-HFC
DpaA	23050000	0.0108	non-HFC
DpaA	23150000	0.01204	non-HFC
DpaA	23250000	0.0124	non-HFC
DpaA	23350000	0.01216	non-HFC
DpaA	23450000	0.01236	non-HFC
DpaA	23550000	0.013266533066132265	non-HFC
DpaA	23650000	0.01032	non-HFC
DpaA	23750000	0.0118	non-HFC
DpaA	23850000	0.01176	non-HFC
DpaA	23950000	0.01168	non-HFC
DpaA	24050000	0.01256	non-HFC
DpaA	24150000	0.01236	non-HFC
DpaA	24250000	0.01148	non-HFC
DpaA	24350000	0.01268	non-HFC
DpaA	24450000	0.01328	non-HFC
DpaA	24550000	0.0114	non-HFC
DpaA	24650000	0.01116	non-HFC
DpaA	24750000	0.01116	non-HFC
DpaA	24850000	0.01308	non-HFC
DpaA	24950000	0.01168	non-HFC
DpaA	25050000	0.01192	non-HFC
DpaA	25150000	0.01044	non-HFC
DpaA	25250000	0.00792	non-HFC
DpaA	25350000	0.01148	non-HFC
DpaA	25450000	0.01184	non-HFC
DpaA	25550000	0.01176	non-HFC
DpaA	25650000	0.0116	non-HFC
DpaA	25750000	0.01236	HFC
DpaA	25850000	0.01092	HFC
DpaA	25950000	0.01188	HFC
DpaA	26050000	0.01168	HFC
DpaA	26150000	0.01136	HFC
DpaA	26250000	0.01032	HFC
DpaA	26350000	0.0118	HFC
DpaA	26450000	0.0102	HFC
DpaA	26550000	0.0102	HFC
DpaA	26650000	0.01192	HFC
DpaA	26750000	0.01104	HFC
DpaA	26850000	0.01272	HFC
DpaA	26950000	0.01272	HFC
DpaA	27050000	0.01168	HFC
DpaA	27150000	0.01196	HFC
DpaA	27250000	0.01048	HFC
DpaA	27350000	0.01144	HFC
DpaA	27450000	0.0114	HFC
DpaA	27550000	0.0124	HFC
DpaA	27650000	0.01224	HFC
DpaA	27750000	0.01236	HFC
DpaA	27850000	0.01068	HFC
DpaA	27950000	0.01196	HFC
DpaA	28050000	0.01144	HFC
DpaA	28150000	0.01316	HFC
DpaA	28250000	0.0112	HFC
DpaA	28350000	0.01368	HFC
DpaA	28450000	0.011285140562248996	HFC
DpaA	28550000	0.01112	HFC
DpaA	28650000	0.01268	HFC
DpaA	28750000	0.0088	HFC
DpaA	28850000	0.00964	non-HFC
DpaA	28950000	0.01232	non-HFC
DpaA	29050000	0.0082	non-HFC
DpaA	29150000	0.00944	non-HFC
DpaA	29250000	0.00984	non-HFC
DpaA	29350000	0.01096	non-HFC
DpaA	29450000	0.01044	non-HFC
DpaA	29550000	0.00972	non-HFC
DpaA	29650000	0.0128	non-HFC
DpaA	29750000	0.01116	non-HFC
DpaA	29850000	0.01164	non-HFC
DpaA	29950000	0.01164	non-HFC
DpaA	30050000	0.011	non-HFC
DpaA	30150000	0.01028	non-HFC
DpaA	30250000	0.01152	non-HFC
DpaA	30350000	0.01136	non-HFC
DpaA	30450000	0.00996	non-HFC
DpaA	30550000	0.0124	non-HFC
DpaA	30650000	0.0128	non-HFC
DpaA	30750000	0.01056	non-HFC
DpaA	30850000	0.01064	non-HFC
DpaA	30950000	0.0118	non-HFC
DpaA	31050000	0.01108	non-HFC
DpaA	31150000	0.01192	non-HFC
DpaA	31250000	0.01236	non-HFC
DpaA	31350000	0.0118	non-HFC
DpaA	31450000	0.0116	non-HFC
DpaA	31550000	0.01136	non-HFC
DpaA	31650000	0.01148	non-HFC
DpaA	31750000	0.01216	non-HFC
DpaA	31850000	0.01256	non-HFC
DpaA	31950000	0.0128	non-HFC
DpaA	32050000	0.00896	non-HFC
DpaA	32150000	0.0102	non-HFC
DpaA	32250000	0.01212	non-HFC
DpaA	32350000	0.01128	non-HFC
DpaA	32450000	0.00992	non-HFC
DpaA	32550000	0.00996	non-HFC
DpaA	32650000	0.01188	non-HFC
DpaA	32750000	0.01192	non-HFC
DpaA	32850000	0.01108	non-HFC
DpaA	32950000	0.0094	non-HFC
DpaA	33050000	0.01112	non-HFC
DpaA	33150000	0.01124	non-HFC
DpaA	33250000	0.01028	non-HFC
DpaA	33350000	0.0112	non-HFC
DpaA	33450000	0.01066132264529058	non-HFC
DpaA	33550000	0.011	non-HFC
DpaA	33650000	0.01008	non-HFC
DpaA	33750000	0.01084	non-HFC
DpaA	33850000	0.01172	non-HFC
DpaA	33950000	0.011	non-HFC
DpaA	34050000	0.0118	non-HFC
DpaA	34150000	0.0114	non-HFC
DpaA	34250000	0.01148	non-HFC
DpaA	34350000	0.0098	non-HFC
DpaA	34450000	0.01092	non-HFC
DpaA	34550000	0.00736	non-HFC
DpaA	34650000	0.01068	non-HFC
DpaA	34750000	0.01184	non-HFC
DpaA	34850000	0.00976	non-HFC
DpaA	34950000	0.01232	non-HFC
DpaA	35050000	0.01176	non-HFC
DpaA	35150000	0.0104	non-HFC
DpaA	35250000	0.01164	non-HFC
DpaA	35350000	0.01216	non-HFC
DpaA	35450000	0.01152	non-HFC
DpaA	35550000	0.01212	non-HFC
DpaA	35650000	0.01456	non-HFC
DpaA	35750000	0.01296	non-HFC
DpaA	35850000	0.01352	non-HFC
DpaA	35950000	0.01268	non-HFC
DpaA	36050000	0.0126	non-HFC
DpaA	36150000	0.01152	non-HFC
DpaA	36250000	0.01156	non-HFC
DpaA	36350000	0.01188	non-HFC
DpaA	36450000	0.01192	non-HFC
DpaA	36550000	0.0118	non-HFC
DpaA	36650000	0.01292	non-HFC
DpaA	36750000	0.01212	non-HFC
DpaA	36850000	0.012785571142284569	non-HFC
DpaA	36950000	0.01324	non-HFC
DpaA	37050000	0.00964	non-HFC
DpaA	37150000	0.01284	non-HFC
DpaA	37250000	0.01208	non-HFC
DpaA	37350000	0.01308	non-HFC
DpaA	37450000	0.01044	non-HFC
DpaA	37550000	0.01084	HFC
DpaA	37650000	0.01128	HFC
DpaA	37750000	0.0104	HFC
DpaA	37850000	0.00936	HFC
DpaA	37950000	0.01172	HFC
DpaA	38050000	0.01052	HFC
DpaA	38150000	0.0116	HFC
DpaA	38250000	0.01108	HFC
DpaA	38350000	0.01004	HFC
DpaA	38450000	0.01	HFC
DpaA	38550000	0.01344	HFC
DpaA	38650000	0.01412	HFC
DpaA	38750000	0.01124	HFC
DpaA	38850000	0.01052	HFC
DpaA	38950000	0.01136	HFC
DpaA	39050000	0.00976	HFC
DpaA	39150000	0.01	HFC
DpaA	39250000	0.00924	HFC
DpaA	39350000	0.01088	HFC
DpaA	39450000	0.00932	HFC
DpaA	39550000	0.00928	HFC
DpaA	39650000	0.00936	HFC
DpaA	39750000	0.0116	HFC
DpaA	39850000	0.00816	HFC
DpaA	39950000	0.01116	HFC
DpaA	40050000	0.00816	HFC
DpaA	40150000	0.01172	HFC
DpaA	40250000	0.00924	HFC
DpaA	40350000	0.01272	HFC
DpaA	40450000	0.00932	HFC
DpaA	40550000	0.00932	non-HFC
DpaA	40650000	0.00984	non-HFC
DpaA	40750000	0.01268	non-HFC
DpaA	40850000	0.01088	non-HFC
DpaA	40950000	0.01168	non-HFC
DpaA	41050000	0.01292	non-HFC
DpaA	41150000	0.0126	non-HFC
DpaA	41250000	0.01168	non-HFC
DpaA	41350000	0.01028	non-HFC
DpaA	41450000	0.01156	non-HFC
DpaA	41550000	0.01072	non-HFC
DpaA	41650000	0.01312	non-HFC
DpaA	41750000	0.01152	non-HFC
DpaA	41850000	0.01376	non-HFC
DpaA	41950000	0.01244	non-HFC
DpaA	42050000	0.01284	non-HFC
DpaA	42150000	0.01384	non-HFC
DpaA	42250000	0.01024	non-HFC
DpaA	42350000	0.01076	non-HFC
DpaA	42450000	0.01172	non-HFC
DpaA	42550000	0.0116	non-HFC
DpaA	42650000	0.01116	non-HFC
DpaA	42750000	0.01148	non-HFC
DpaA	42850000	0.01064	non-HFC
DpaA	42950000	0.010701402805611222	non-HFC
DpaA	43050000	0.01224	non-HFC
DpaA	43150000	0.01244	non-HFC
DpaA	43250000	0.01332	non-HFC
DpaA	43350000	0.01164	non-HFC
DpaA	43450000	0.01324	non-HFC
