chromosome	coordinate	exon_density	HFC
DcoB	59850000	0.21773	non-HFC
DcoB	59950000	0.23023	non-HFC
DcoB	60050000	0.17467	non-HFC
DcoB	60150000	0.19982	non-HFC
DcoB	60250000	0.26822	non-HFC
DcoB	60350000	0.21678	non-HFC
DcoB	60450000	0.30559	non-HFC
DcoB	60550000	0.15212	HFC
DcoB	60650000	0.24072	HFC
DcoB	60750000	0.1629	HFC
DcoB	60850000	0.24504	HFC
DcoB	60950000	0.19096	HFC
DcoB	61050000	0.22457	HFC
DcoB	61150000	0.26544	HFC
DcoB	61250000	0.23739	HFC
DcoB	61350000	0.27315	HFC
DcoB	61450000	0.22744	HFC
DcoB	61550000	0.30626	HFC
DcoB	61650000	0.25703	HFC
DcoB	61750000	0.3256	HFC
DcoB	61850000	0.21095	HFC
DcoB	61950000	0.31492	HFC
DcoB	62050000	0.24758	HFC
DcoB	62150000	0.24242	HFC
DcoB	62250000	0.24698	HFC
DcoB	62350000	0.32872	HFC
DcoB	62450000	0.2649	HFC
DcoB	62550000	0.21798	HFC
DcoB	62650000	0.25802	HFC
DcoB	62750000	0.33638	HFC
DcoB	62850000	0.34538	HFC
DcoB	62950000	0.33358	HFC
DcoB	63050000	0.32274	HFC
DcoB	63150000	0.27206	HFC
DcoB	63250000	0.30678	HFC
DcoB	63350000	0.29548	HFC
DcoB	63450000	0.2599	HFC
DcoB	63550000	0.174	non-HFC
DcoB	63650000	0.29273	non-HFC
DcoB	63750000	0.24533	non-HFC
DcoB	63850000	0.30005	non-HFC
DcoB	63950000	0.28208	non-HFC
DcoB	64050000	0.3996	non-HFC
DcoB	64150000	0.20538	non-HFC
DcoB	64250000	0.23646	non-HFC
DcoB	64350000	0.19646	non-HFC
DcoB	64450000	0.25471	non-HFC
DcoB	64550000	0.24144	non-HFC
DcoB	64650000	0.28437	non-HFC
DcoB	64750000	0.13611	non-HFC
DcoB	64850000	0.29394	non-HFC
DcoB	64950000	0.24093	non-HFC
DcoB	65050000	0.19473	non-HFC
DcoB	65150000	0.17808	non-HFC
DcoB	65250000	0.21812	non-HFC
DcoB	65350000	0.16771	non-HFC
DcoB	65450000	0.17724	non-HFC
DcoB	65550000	0.14644	non-HFC
DcoB	65650000	0.25412	non-HFC
DcoB	65750000	0.27087	non-HFC
DcoB	65850000	0.14976	non-HFC
DcoB	65950000	0.25337	non-HFC
DcoB	66050000	0.27912	non-HFC
DcoB	66150000	0.12283	non-HFC
DcoB	66250000	0.16407	non-HFC
DcoB	66350000	0.12222	non-HFC
DcoB	66450000	0.32249	non-HFC
DcoB	66550000	0.23104	non-HFC
DcoB	66650000	0.21561	non-HFC
DcoB	66750000	0.27158	non-HFC
DcoB	66850000	0.29704	non-HFC
DcoB	66950000	0.20305	non-HFC
DcoB	67050000	0.2509	non-HFC
DcoB	67150000	0.26446	non-HFC
DcoB	67250000	0.23926	non-HFC
DcoB	67350000	0.17974	non-HFC
DcoB	67450000	0.24558	non-HFC
DcoB	67550000	0.20684	non-HFC
DcoB	67650000	0.22021	non-HFC
DcoB	67750000	0.26358	non-HFC
DcoB	67850000	0.25846	non-HFC
DcoB	67950000	0.21423	non-HFC
DcoB	68050000	0.26417	non-HFC
DcoB	68150000	0.27401	non-HFC
DcoB	68250000	0.28714	non-HFC
DcoB	68350000	0.26322	non-HFC
DcoB	68450000	0.24835	non-HFC
DcoB	68550000	0.27541	non-HFC
DcoB	68650000	0.21217	non-HFC
DcoB	68750000	0.21612	non-HFC
DcoB	68850000	0.19947	non-HFC
DcoB	68950000	0.19283	non-HFC
DcoB	69050000	0.23275	non-HFC
DcoB	69150000	0.25728	non-HFC
DcoB	69250000	0.21963	non-HFC
DcoB	69350000	0.17012	non-HFC
DcoB	69450000	0.23807	non-HFC
DcoB	69550000	0.22731	non-HFC
DcoB	69650000	0.24587	non-HFC
DcoB	69750000	0.2307	non-HFC
DcoB	69850000	0.30024	non-HFC
DcoB	69950000	0.1736	non-HFC
DcoB	70050000	0.26143	non-HFC
DcoB	70150000	0.20691	non-HFC
DcoB	70250000	0.19853	non-HFC
DcoB	70350000	0.22022	non-HFC
DcoB	70450000	0.25551	non-HFC
DcoB	70550000	0.28339	non-HFC
DcoB	70650000	0.29983	non-HFC
DcoB	70750000	0.2522	non-HFC
DcoB	70850000	0.25768	non-HFC
DcoB	70950000	0.31415	non-HFC
DcoB	71050000	0.25722	non-HFC
DcoB	71150000	0.2738677354709419	non-HFC
DcoB	71250000	0.28623	non-HFC
DcoB	71350000	0.20306	non-HFC
DcoB	71450000	0.27158	non-HFC
DcoB	71550000	0.26302	non-HFC
DcoB	71650000	0.2205	non-HFC
DcoB	71750000	0.20055	non-HFC
DcoB	71850000	0.13895	non-HFC
DcoB	71950000	0.1921	non-HFC
DcoB	72050000	0.2131	non-HFC
DcoB	72150000	0.16216	non-HFC
DcoB	72250000	0.23535	non-HFC
DcoB	72350000	0.12315	non-HFC
DcoB	72450000	0.21709	non-HFC
DcoB	72550000	0.27927	non-HFC
DcoB	72650000	0.15557	non-HFC
DcoB	72750000	0.23241	non-HFC
DcoB	72850000	0.22206	non-HFC
DcoB	72950000	0.18103	non-HFC
DcoB	73050000	0.23145	non-HFC
DcoB	73150000	0.19172	non-HFC
DcoB	73250000	0.17448	non-HFC
DcoB	73350000	0.24387	non-HFC
DcoB	73450000	0.22143	non-HFC
DcoB	73550000	0.24738	non-HFC
DcoB	73650000	0.25197	non-HFC
DcoB	73750000	0.18136	non-HFC
DcoB	73850000	0.28655	non-HFC
DcoB	73950000	0.31406	non-HFC
DcoB	74050000	0.41665	HFC
DcoB	74150000	0.42616	HFC
DcoB	74250000	0.27712	HFC
DcoB	74350000	0.20656	HFC
DcoB	74450000	0.22178	HFC
DcoB	74550000	0.27485	HFC
DcoB	74650000	0.25435	HFC
DcoB	74750000	0.36809	HFC
DcoB	74850000	0.32399	HFC
DcoB	74950000	0.23884	HFC
DcoB	75050000	0.26501	HFC
DcoB	75150000	0.39033	HFC
DcoB	75250000	0.29215	HFC
DcoB	75350000	0.37576	HFC
DcoB	75450000	0.38202	HFC
DcoB	75550000	0.29913	HFC
DcoB	75650000	0.26438	HFC
DcoB	75750000	0.29236	HFC
DcoB	75850000	0.22746	HFC
DcoB	75950000	0.26709	HFC
DcoB	76050000	0.23826	HFC
DcoB	76150000	0.29663	HFC
DcoB	76250000	0.34224	HFC
DcoB	76350000	0.25879	HFC
DcoB	76450000	0.21801	HFC
DcoB	76550000	0.28974	HFC
DcoB	76650000	0.30042	HFC
DcoB	76750000	0.24945	HFC
DcoB	76850000	0.23289	HFC
DcoB	76950000	0.31698	HFC
DcoB	77050000	0.25419	non-HFC
DcoB	77150000	0.15945	non-HFC
DcoB	77250000	0.27663	non-HFC
DcoB	77350000	0.23518	non-HFC
DcoB	77450000	0.31705	non-HFC
DcoB	77550000	0.1981	non-HFC
DcoB	77650000	0.28353	non-HFC
DcoB	77750000	0.17632	non-HFC
DcoB	77850000	0.21546	non-HFC
DcoB	77950000	0.25063	non-HFC
DcoB	78050000	0.1928	non-HFC
DcoB	78150000	0.26438	non-HFC
DcoB	78250000	0.15037	non-HFC
DcoB	78350000	0.21444	non-HFC
DcoB	78450000	0.18404	non-HFC
DcoB	78550000	0.21511	non-HFC
DcoB	78650000	0.14466	non-HFC
DcoB	78750000	0.24081	non-HFC
DcoB	78850000	0.13198	non-HFC
DcoB	78950000	0.25349	non-HFC
DcoB	79050000	0.14034	non-HFC
DcoB	79150000	0.21141	non-HFC
DcoB	79250000	0.20172	non-HFC
DcoB	79350000	0.14556	non-HFC
DcoB	79450000	0.26805	non-HFC
DcoB	79550000	0.29698	non-HFC
DcoB	79650000	0.23612	non-HFC
DcoB	79750000	0.27666	non-HFC
DcoB	79850000	0.29521	non-HFC
DcoB	79950000	0.25391	non-HFC
DcoB	80050000	0.16641	non-HFC
DcoB	80150000	0.21873	non-HFC
DcoB	80250000	0.32415	non-HFC
DcoB	80350000	0.31508	non-HFC
DcoB	80450000	0.4366	non-HFC
DcoB	80550000	0.25039	non-HFC
DcoB	80650000	0.28952	non-HFC
DcoB	80750000	0.32091	non-HFC
DcoB	80850000	0.25954	non-HFC
DcoB	80950000	0.30191	non-HFC
DcoB	81050000	0.26644	non-HFC
DcoB	81150000	0.28063	non-HFC
DcoB	81250000	0.27475	non-HFC
DcoB	81350000	0.26883	non-HFC
DcoB	81450000	0.24255	non-HFC
DcoB	81550000	0.24757	non-HFC
DcoB	81650000	0.19167	non-HFC
DcoB	81750000	0.20305	non-HFC
DcoB	81850000	0.25489	non-HFC
DcoB	81950000	0.21081	non-HFC
DcoB	82050000	0.2214	non-HFC
DcoB	82150000	0.22032	non-HFC
DcoB	82250000	0.27173	non-HFC
DcoB	82350000	0.27557	non-HFC
DcoB	82450000	0.20037	non-HFC
DcoB	82550000	0.23676	non-HFC
DcoB	82650000	0.2484	non-HFC
DcoB	82750000	0.25123	non-HFC
DcoB	82850000	0.23844	non-HFC
DcoB	82950000	0.25001	non-HFC
DcoB	83050000	0.13642	non-HFC
DcoB	83150000	0.28193	non-HFC
DcoB	83250000	0.12761	non-HFC
DcoB	83350000	0.15353	non-HFC
DcoB	83450000	0.27516	non-HFC
DcoB	83550000	0.26697	non-HFC
DcoB	83650000	0.194	non-HFC
DcoB	83750000	0.17061	non-HFC
DcoB	83850000	0.21055	non-HFC
DcoB	83950000	0.24816	non-HFC
DcoB	84050000	0.26703	non-HFC
DcoB	84150000	0.26639	non-HFC
DcoB	84250000	0.21193	non-HFC
DcoB	84350000	0.15819	non-HFC
DcoB	84450000	0.28815	non-HFC
DcoB	84550000	0.14814	non-HFC
DcoB	84650000	0.22707	non-HFC
DcoB	84750000	0.32661	non-HFC
DcoB	84850000	0.30141	non-HFC
DcoB	84950000	0.27045	non-HFC
DcoB	85050000	0.28455	non-HFC
DcoB	85150000	0.26748	non-HFC
DcoB	85250000	0.23582	non-HFC
DcoB	85350000	0.17638	non-HFC
DcoB	85450000	0.23394	non-HFC
DcoB	85550000	0.31335	non-HFC
DcoB	85650000	0.33286	non-HFC
DcoB	85750000	0.27071	non-HFC
DcoB	85850000	0.26475	non-HFC
DcoB	85950000	0.23289	non-HFC
DcoB	86050000	0.16496	non-HFC
DcoB	86150000	0.2353	non-HFC
DcoB	86250000	0.22418	non-HFC
DcoB	86350000	0.27733	non-HFC
DcoB	86450000	0.18523	non-HFC
DcoB	86550000	0.25201	non-HFC
DcoB	86650000	0.29235	non-HFC
DcoB	86750000	0.20945	non-HFC
DcoB	86850000	0.16341	non-HFC
DcoB	86950000	0.2593	non-HFC
DcoB	87050000	0.27455	non-HFC
DcoB	87150000	0.21689	non-HFC
DcoB	87250000	0.28762	non-HFC
DcoB	87350000	0.22425	non-HFC
DcoB	87450000	0.30129	non-HFC
DcoB	87550000	0.26783	non-HFC
DcoB	87650000	0.1561	non-HFC
DcoB	87708852	0.0	non-HFC
DpaA	50000	0.10642	non-HFC
DpaA	150000	0.20697	non-HFC
DpaA	250000	0.20318	non-HFC
DpaA	350000	0.21309619238476954	non-HFC
DpaA	450000	0.19796	non-HFC
DpaA	550000	0.23915	non-HFC
DpaA	650000	0.23477	non-HFC
DpaA	750000	0.31467	non-HFC
DpaA	850000	0.23314	non-HFC
DpaA	950000	0.23323	non-HFC
DpaA	1050000	0.15005	non-HFC
DpaA	1150000	0.25729	non-HFC
DpaA	1250000	0.23601	non-HFC
DpaA	1350000	0.35308	non-HFC
DpaA	1450000	0.26874	non-HFC
DpaA	1550000	0.23861	non-HFC
DpaA	1650000	0.3169	non-HFC
DpaA	1750000	0.23368	non-HFC
DpaA	1850000	0.27117	non-HFC
DpaA	1950000	0.2926	non-HFC
DpaA	2050000	0.18755	non-HFC
DpaA	2150000	0.009739478957915831	non-HFC
DpaA	2250000	0.06098	non-HFC
DpaA	2350000	0.23209	non-HFC
DpaA	2450000	0.26257	non-HFC
DpaA	2550000	0.19478	non-HFC
DpaA	2650000	0.22723	non-HFC
DpaA	2750000	0.25974	non-HFC
DpaA	2850000	0.11429	non-HFC
DpaA	2950000	0.17793	non-HFC
DpaA	3050000	0.22476	non-HFC
DpaA	3150000	0.16593	non-HFC
DpaA	3250000	0.15099	non-HFC
DpaA	3350000	0.1608	non-HFC
DpaA	3450000	0.1406	non-HFC
DpaA	3550000	0.19365	non-HFC
DpaA	3650000	0.16545	non-HFC
DpaA	3750000	0.17817	non-HFC
DpaA	3850000	0.21837	non-HFC
DpaA	3950000	0.1608	non-HFC
DpaA	4050000	0.20454	non-HFC
DpaA	4150000	0.20033	non-HFC
DpaA	4250000	0.22488	non-HFC
DpaA	4350000	0.19426	non-HFC
DpaA	4450000	0.36592	non-HFC
DpaA	4550000	0.26857	non-HFC
DpaA	4650000	0.30088	non-HFC
DpaA	4750000	0.26744	non-HFC
DpaA	4850000	0.23886	non-HFC
DpaA	4950000	0.17511	non-HFC
DpaA	5050000	0.22653	non-HFC
DpaA	5150000	0.21529	non-HFC
DpaA	5250000	0.2129	non-HFC
DpaA	5350000	0.18801	non-HFC
DpaA	5450000	0.1774	non-HFC
DpaA	5550000	0.22412	non-HFC
DpaA	5650000	0.2323	non-HFC
DpaA	5750000	0.1941	non-HFC
DpaA	5850000	0.20439	non-HFC
DpaA	5950000	0.17445	non-HFC
DpaA	6050000	0.18078	non-HFC
DpaA	6150000	0.16424	non-HFC
DpaA	6250000	0.20381	non-HFC
DpaA	6350000	0.11526	non-HFC
DpaA	6450000	0.21036	non-HFC
DpaA	6550000	0.21175	non-HFC
DpaA	6650000	0.25629	non-HFC
DpaA	6750000	0.17059	non-HFC
DpaA	6850000	0.24489	non-HFC
DpaA	6950000	0.21625	non-HFC
DpaA	7050000	0.03903	non-HFC
DpaA	7150000	0.11067	non-HFC
DpaA	7250000	0.25464	non-HFC
DpaA	7350000	0.21714	non-HFC
DpaA	7450000	0.18364	non-HFC
DpaA	7550000	0.21788	non-HFC
DpaA	7650000	0.25311	non-HFC
DpaA	7750000	0.26117	non-HFC
DpaA	7850000	0.26716	non-HFC
DpaA	7950000	0.27637	non-HFC
DpaA	8050000	0.25835	non-HFC
DpaA	8150000	0.27747	non-HFC
DpaA	8250000	0.19629	non-HFC
DpaA	8350000	0.18091	non-HFC
DpaA	8450000	0.26181	non-HFC
DpaA	8550000	0.27583	non-HFC
DpaA	8650000	0.23937	non-HFC
DpaA	8750000	0.20366	non-HFC
DpaA	8850000	0.24727	non-HFC
DpaA	8950000	0.22503	non-HFC
DpaA	9050000	0.21771	non-HFC
DpaA	9150000	0.3089	non-HFC
DpaA	9250000	0.37948	non-HFC
DpaA	9350000	0.18695	non-HFC
DpaA	9450000	0.19888	non-HFC
DpaA	9550000	0.25844	non-HFC
DpaA	9650000	0.18818	non-HFC
DpaA	9750000	0.23937	non-HFC
DpaA	9850000	0.19554	non-HFC
DpaA	9950000	0.26285	non-HFC
DpaA	10050000	0.37845	HFC
DpaA	10150000	0.24468	HFC
DpaA	10250000	0.29489	HFC
DpaA	10350000	0.19365	HFC
DpaA	10450000	0.20159	HFC
DpaA	10550000	0.17784	HFC
DpaA	10650000	0.2079	HFC
DpaA	10750000	0.21353	HFC
DpaA	10850000	0.20781	HFC
DpaA	10950000	0.27165	HFC
DpaA	11050000	0.10935	HFC
DpaA	11150000	0.20154	HFC
DpaA	11250000	0.18415	HFC
DpaA	11350000	0.21319	HFC
DpaA	11450000	0.26774	HFC
DpaA	11550000	0.21639	HFC
DpaA	11650000	0.19254	HFC
DpaA	11750000	0.26719	HFC
DpaA	11850000	0.56168	HFC
DpaA	11950000	0.23	HFC
DpaA	12050000	0.20159	HFC
DpaA	12150000	0.2858	HFC
DpaA	12250000	0.23359	HFC
DpaA	12350000	0.24616	HFC
DpaA	12450000	0.29459	HFC
DpaA	12550000	0.34312	HFC
DpaA	12650000	0.3769	HFC
DpaA	12750000	0.33798	HFC
DpaA	12850000	0.35823	HFC
DpaA	12950000	0.31649	HFC
DpaA	13050000	0.2911	non-HFC
DpaA	13150000	0.40319	non-HFC
DpaA	13250000	0.38424	non-HFC
DpaA	13350000	0.32745	non-HFC
DpaA	13450000	0.3069	non-HFC
DpaA	13550000	0.29755	non-HFC
DpaA	13650000	0.25769	non-HFC
DpaA	13750000	0.27085	non-HFC
DpaA	13850000	0.20714	non-HFC
DpaA	13950000	0.24334	non-HFC
DpaA	14050000	0.27492	non-HFC
DpaA	14150000	0.2529	non-HFC
DpaA	14250000	0.18688	non-HFC
DpaA	14350000	0.20825	non-HFC
DpaA	14450000	0.14491	non-HFC
DpaA	14550000	0.18095	non-HFC
DpaA	14650000	0.18767	non-HFC
DpaA	14750000	0.11406	non-HFC
DpaA	14850000	0.18181	non-HFC
DpaA	14950000	0.1233	non-HFC
DpaA	15050000	0.25461	non-HFC
DpaA	15150000	0.25959	non-HFC
DpaA	15250000	0.26283	non-HFC
DpaA	15350000	0.2322	non-HFC
DpaA	15450000	0.19628	non-HFC
DpaA	15550000	0.25164	non-HFC
DpaA	15650000	0.17735	non-HFC
DpaA	15750000	0.21823	non-HFC
DpaA	15850000	0.17203	non-HFC
DpaA	15950000	0.2789	non-HFC
DpaA	16050000	0.24621	non-HFC
DpaA	16150000	0.2397	non-HFC
DpaA	16250000	0.20394	non-HFC
DpaA	16350000	0.11014	non-HFC
DpaA	16450000	0.30468	non-HFC
DpaA	16550000	0.18453	non-HFC
DpaA	16650000	0.20638	non-HFC
DpaA	16750000	0.24393	non-HFC
DpaA	16850000	0.29752	non-HFC
DpaA	16950000	0.27736	non-HFC
DpaA	17050000	0.23847	non-HFC
DpaA	17150000	0.16491	non-HFC
DpaA	17250000	0.22038	non-HFC
DpaA	17350000	0.18768	non-HFC
DpaA	17450000	0.29448	non-HFC
DpaA	17550000	0.29339	non-HFC
DpaA	17650000	0.22887	non-HFC
DpaA	17750000	0.13231	non-HFC
DpaA	17850000	0.23187	non-HFC
DpaA	17950000	0.2612	non-HFC
DpaA	18050000	0.24258	non-HFC
DpaA	18150000	0.18433	non-HFC
DpaA	18250000	0.25962	non-HFC
DpaA	18350000	0.2292	non-HFC
DpaA	18450000	0.21594	non-HFC
DpaA	18550000	0.26856	non-HFC
DpaA	18650000	0.26744	non-HFC
DpaA	18750000	0.27202	non-HFC
DpaA	18850000	0.21804	non-HFC
DpaA	18950000	0.2595	non-HFC
DpaA	19050000	0.19992	non-HFC
DpaA	19150000	0.30754	non-HFC
DpaA	19250000	0.20579	non-HFC
DpaA	19350000	0.18983	non-HFC
DpaA	19450000	0.2912	non-HFC
DpaA	19550000	0.27817	non-HFC
DpaA	19650000	0.21061	non-HFC
DpaA	19750000	0.23995991983967935	non-HFC
DpaA	19850000	0.24264	non-HFC
DpaA	19950000	0.18607	non-HFC
DpaA	20050000	0.20247	non-HFC
DpaA	20150000	0.23437	non-HFC
DpaA	20250000	0.27424	non-HFC
DpaA	20350000	0.22229	non-HFC
DpaA	20450000	0.31161	non-HFC
DpaA	20550000	0.25536	non-HFC
DpaA	20650000	0.25798	non-HFC
DpaA	20750000	0.23534	non-HFC
DpaA	20850000	0.17126	non-HFC
DpaA	20950000	0.29707	non-HFC
DpaA	21050000	0.22111	non-HFC
DpaA	21150000	0.22948	non-HFC
DpaA	21250000	0.19886	non-HFC
DpaA	21350000	0.18806	non-HFC
DpaA	21450000	0.2518	non-HFC
DpaA	21550000	0.27662	non-HFC
DpaA	21650000	0.23075	non-HFC
DpaA	21750000	0.28256	non-HFC
DpaA	21850000	0.31136	non-HFC
DpaA	21950000	0.13638	non-HFC
DpaA	22050000	0.28099	non-HFC
DpaA	22150000	0.28498	non-HFC
DpaA	22250000	0.16704	non-HFC
DpaA	22350000	0.25743	non-HFC
DpaA	22450000	0.19436	non-HFC
DpaA	22550000	0.31893	non-HFC
DpaA	22650000	0.22862	non-HFC
DpaA	22750000	0.21087	non-HFC
DpaA	22850000	0.23669	non-HFC
DpaA	22950000	0.20702	non-HFC
DpaA	23050000	0.25475	non-HFC
DpaA	23150000	0.26286	non-HFC
DpaA	23250000	0.21288	non-HFC
DpaA	23350000	0.23139	non-HFC
DpaA	23450000	0.10025	non-HFC
DpaA	23550000	0.1646192384769539	non-HFC
DpaA	23650000	0.19607	non-HFC
DpaA	23750000	0.21783	non-HFC
DpaA	23850000	0.1763	non-HFC
DpaA	23950000	0.18754	non-HFC
DpaA	24050000	0.19823	non-HFC
DpaA	24150000	0.21398	non-HFC
DpaA	24250000	0.28715	non-HFC
DpaA	24350000	0.19961	non-HFC
DpaA	24450000	0.26733	non-HFC
DpaA	24550000	0.23224	non-HFC
DpaA	24650000	0.12521	non-HFC
DpaA	24750000	0.30946	non-HFC
DpaA	24850000	0.23928	non-HFC
DpaA	24950000	0.20144	non-HFC
DpaA	25050000	0.20956	non-HFC
DpaA	25150000	0.25844	non-HFC
DpaA	25250000	0.26505	non-HFC
DpaA	25350000	0.23454	non-HFC
DpaA	25450000	0.21709	non-HFC
DpaA	25550000	0.26957	non-HFC
DpaA	25650000	0.27499	non-HFC
DpaA	25750000	0.24631	HFC
DpaA	25850000	0.28971	HFC
DpaA	25950000	0.27107	HFC
DpaA	26050000	0.30884	HFC
DpaA	26150000	0.3126	HFC
DpaA	26250000	0.26246	HFC
DpaA	26350000	0.29846	HFC
DpaA	26450000	0.2105	HFC
DpaA	26550000	0.24438	HFC
DpaA	26650000	0.28802	HFC
DpaA	26750000	0.33003	HFC
DpaA	26850000	0.34013	HFC
DpaA	26950000	0.31144	HFC
DpaA	27050000	0.26059	HFC
DpaA	27150000	0.39425	HFC
DpaA	27250000	0.37122	HFC
DpaA	27350000	0.32824	HFC
DpaA	27450000	0.3731	HFC
DpaA	27550000	0.25133	HFC
DpaA	27650000	0.31607	HFC
DpaA	27750000	0.23559	HFC
DpaA	27850000	0.27408	HFC
DpaA	27950000	0.27349	HFC
DpaA	28050000	0.26595	HFC
DpaA	28150000	0.24969	HFC
DpaA	28250000	0.23496	HFC
DpaA	28350000	0.4221	HFC
DpaA	28450000	0.258785140562249	HFC
DpaA	28550000	0.30085	HFC
DpaA	28650000	0.20002	HFC
DpaA	28750000	0.18215	HFC
DpaA	28850000	0.22936	non-HFC
DpaA	28950000	0.23624	non-HFC
DpaA	29050000	0.20726	non-HFC
DpaA	29150000	0.24896	non-HFC
DpaA	29250000	0.10894	non-HFC
DpaA	29350000	0.25448	non-HFC
DpaA	29450000	0.19605	non-HFC
DpaA	29550000	0.14799	non-HFC
DpaA	29650000	0.23394	non-HFC
DpaA	29750000	0.18414	non-HFC
DpaA	29850000	0.24549	non-HFC
DpaA	29950000	0.25632	non-HFC
DpaA	30050000	0.20568	non-HFC
DpaA	30150000	0.19674	non-HFC
DpaA	30250000	0.2599	non-HFC
DpaA	30350000	0.18158	non-HFC
DpaA	30450000	0.22041	non-HFC
DpaA	30550000	0.19278	non-HFC
DpaA	30650000	0.21941	non-HFC
DpaA	30750000	0.30517	non-HFC
DpaA	30850000	0.13449	non-HFC
DpaA	30950000	0.21657	non-HFC
DpaA	31050000	0.15156	non-HFC
DpaA	31150000	0.15472	non-HFC
DpaA	31250000	0.1731	non-HFC
DpaA	31350000	0.2264	non-HFC
DpaA	31450000	0.18185	non-HFC
DpaA	31550000	0.15739	non-HFC
DpaA	31650000	0.22765	non-HFC
DpaA	31750000	0.22598	non-HFC
DpaA	31850000	0.18019	non-HFC
DpaA	31950000	0.35159	non-HFC
DpaA	32050000	0.25096	non-HFC
DpaA	32150000	0.20439	non-HFC
DpaA	32250000	0.25953	non-HFC
DpaA	32350000	0.24771	non-HFC
DpaA	32450000	0.17737	non-HFC
DpaA	32550000	0.1286	non-HFC
DpaA	32650000	0.17838	non-HFC
DpaA	32750000	0.25615	non-HFC
DpaA	32850000	0.33701	non-HFC
DpaA	32950000	0.29714	non-HFC
DpaA	33050000	0.25756	non-HFC
DpaA	33150000	0.20398	non-HFC
DpaA	33250000	0.18225	non-HFC
DpaA	33350000	0.18852	non-HFC
DpaA	33450000	0.18618236472945893	non-HFC
DpaA	33550000	0.2515	non-HFC
DpaA	33650000	0.24933	non-HFC
DpaA	33750000	0.20392	non-HFC
DpaA	33850000	0.23116	non-HFC
DpaA	33950000	0.26246	non-HFC
DpaA	34050000	0.27062	non-HFC
DpaA	34150000	0.27135	non-HFC
DpaA	34250000	0.26955	non-HFC
DpaA	34350000	0.26148	non-HFC
DpaA	34450000	0.18799	non-HFC
DpaA	34550000	0.24135	non-HFC
DpaA	34650000	0.25472	non-HFC
DpaA	34750000	0.30063	non-HFC
DpaA	34850000	0.26205	non-HFC
DpaA	34950000	0.25908	non-HFC
DpaA	35050000	0.22166	non-HFC
DpaA	35150000	0.19517	non-HFC
DpaA	35250000	0.21296	non-HFC
DpaA	35350000	0.21302	non-HFC
DpaA	35450000	0.22979	non-HFC
DpaA	35550000	0.18813	non-HFC
DpaA	35650000	0.22517	non-HFC
DpaA	35750000	0.25974	non-HFC
DpaA	35850000	0.24195	non-HFC
DpaA	35950000	0.26376	non-HFC
DpaA	36050000	0.24124	non-HFC
DpaA	36150000	0.21724	non-HFC
DpaA	36250000	0.24297	non-HFC
DpaA	36350000	0.23574	non-HFC
DpaA	36450000	0.32567	non-HFC
DpaA	36550000	0.23191	non-HFC
DpaA	36650000	0.25083	non-HFC
DpaA	36750000	0.23947	non-HFC
DpaA	36850000	0.24139278557114227	non-HFC
DpaA	36950000	0.20673	non-HFC
DpaA	37050000	0.28054	non-HFC
DpaA	37150000	0.23877	non-HFC
DpaA	37250000	0.24573	non-HFC
DpaA	37350000	0.15249	non-HFC
DpaA	37450000	0.28675	non-HFC
DpaA	37550000	0.0873	HFC
DpaA	37650000	0.26316	HFC
DpaA	37750000	0.13395	HFC
DpaA	37850000	0.23463	HFC
DpaA	37950000	0.12414	HFC
DpaA	38050000	0.33125	HFC
DpaA	38150000	0.38382	HFC
DpaA	38250000	0.20446	HFC
DpaA	38350000	0.19429	HFC
DpaA	38450000	0.25515	HFC
DpaA	38550000	0.22343	HFC
DpaA	38650000	0.29383	HFC
DpaA	38750000	0.2665	HFC
DpaA	38850000	0.35194	HFC
DpaA	38950000	0.26094	HFC
DpaA	39050000	0.23788	HFC
DpaA	39150000	0.2704	HFC
DpaA	39250000	0.42354	HFC
DpaA	39350000	0.24992	HFC
DpaA	39450000	0.31492	HFC
DpaA	39550000	0.28189	HFC
DpaA	39650000	0.23212	HFC
DpaA	39750000	0.26697	HFC
DpaA	39850000	0.20322	HFC
DpaA	39950000	0.19898	HFC
DpaA	40050000	0.22867	HFC
DpaA	40150000	0.23056	HFC
DpaA	40250000	0.22283	HFC
DpaA	40350000	0.16283	HFC
DpaA	40450000	0.20323	HFC
DpaA	40550000	0.23409	non-HFC
DpaA	40650000	0.18954	non-HFC
DpaA	40750000	0.16656	non-HFC
DpaA	40850000	0.21074	non-HFC
DpaA	40950000	0.18243	non-HFC
DpaA	41050000	0.19488	non-HFC
DpaA	41150000	0.18315	non-HFC
DpaA	41250000	0.19016	non-HFC
DpaA	41350000	0.28922	non-HFC
DpaA	41450000	0.29305	non-HFC
DpaA	41550000	0.19423	non-HFC
DpaA	41650000	0.18868	non-HFC
DpaA	41750000	0.2383	non-HFC
DpaA	41850000	0.20525	non-HFC
DpaA	41950000	0.34098	non-HFC
DpaA	42050000	0.2046	non-HFC
DpaA	42150000	0.26578	non-HFC
DpaA	42250000	0.19323	non-HFC
DpaA	42350000	0.14242	non-HFC
DpaA	42450000	0.28159	non-HFC
DpaA	42550000	0.22057	non-HFC
DpaA	42650000	0.27936	non-HFC
DpaA	42750000	0.18354	non-HFC
DpaA	42850000	0.29157	non-HFC
DpaA	42950000	0.3065230460921844	non-HFC
DpaA	43050000	0.29488	non-HFC
DpaA	43150000	0.16298	non-HFC
DpaA	43250000	0.20255	non-HFC
