chromosome	coordinate	exon_density	HFC
DcoA	70650000	0.28942	HFC
DcoA	70750000	0.31333	HFC
DcoA	70850000	0.27075	HFC
DcoA	70950000	0.24806	HFC
DcoA	71050000	0.26299	HFC
DcoA	71150000	0.26674	HFC
DcoA	71250000	0.27346	HFC
DcoA	71350000	0.35733	HFC
DcoA	71450000	0.24261	HFC
DcoA	71550000	0.19927	HFC
DcoA	71650000	0.30695	HFC
DcoA	71750000	0.28949	HFC
DcoA	71850000	0.22468	HFC
DcoA	71950000	0.29247	HFC
DcoA	72050000	0.29397	non-HFC
DcoA	72150000	0.22236	non-HFC
DcoA	72250000	0.26644	non-HFC
DcoA	72350000	0.19445	non-HFC
DcoA	72450000	0.27956	non-HFC
DcoA	72550000	0.27369	non-HFC
DcoA	72650000	0.25643	non-HFC
DcoA	72750000	0.22473	non-HFC
DcoA	72850000	0.21306	non-HFC
DcoA	72950000	0.23391	non-HFC
DcoA	73050000	0.22442	non-HFC
DcoA	73150000	0.26244	non-HFC
DcoA	73250000	0.14478	non-HFC
DcoA	73350000	0.15745	non-HFC
DcoA	73450000	0.21452	non-HFC
DcoA	73550000	0.18483	non-HFC
DcoA	73650000	0.2004	non-HFC
DcoA	73750000	0.19888	non-HFC
DcoA	73850000	0.16556	non-HFC
DcoA	73950000	0.12816	non-HFC
DcoA	74050000	0.22362	non-HFC
DcoA	74150000	0.18318	non-HFC
DcoA	74250000	0.20983	non-HFC
DcoA	74350000	0.24179	non-HFC
DcoA	74450000	0.30918	non-HFC
DcoA	74550000	0.18885	non-HFC
DcoA	74650000	0.34697	non-HFC
DcoA	74750000	0.27661	non-HFC
DcoA	74850000	0.21962	non-HFC
DcoA	74950000	0.15072	non-HFC
DcoA	75050000	0.27733	non-HFC
DcoA	75150000	0.29042	non-HFC
DcoA	75250000	0.46774	non-HFC
DcoA	75350000	0.26572	non-HFC
DcoA	75450000	0.26792	non-HFC
DcoA	75550000	0.30502	non-HFC
DcoA	75650000	0.26727	non-HFC
DcoA	75750000	0.22553	non-HFC
DcoA	75850000	0.25159	non-HFC
DcoA	75950000	0.29673	non-HFC
DcoA	76050000	0.26501	non-HFC
DcoA	76150000	0.20917	non-HFC
DcoA	76250000	0.30747	non-HFC
DcoA	76350000	0.20034	non-HFC
DcoA	76450000	0.2344	non-HFC
DcoA	76550000	0.30447	non-HFC
DcoA	76650000	0.19017	non-HFC
DcoA	76750000	0.31218	non-HFC
DcoA	76850000	0.21177	non-HFC
DcoA	76950000	0.27933	non-HFC
DcoA	77050000	0.27589	non-HFC
DcoA	77150000	0.20622	non-HFC
DcoA	77250000	0.2659	non-HFC
DcoA	77350000	0.24529	non-HFC
DcoA	77450000	0.25321	non-HFC
DcoA	77550000	0.21381	non-HFC
DcoA	77650000	0.21318	non-HFC
DcoA	77750000	0.12294	non-HFC
DcoA	77850000	0.20249	non-HFC
DcoA	77950000	0.22849	non-HFC
DcoA	78050000	0.25886	non-HFC
DcoA	78150000	0.18637	non-HFC
DcoA	78250000	0.14726	non-HFC
DcoA	78350000	0.27229	non-HFC
DcoA	78450000	0.27506	non-HFC
DcoA	78550000	0.22266	non-HFC
DcoA	78650000	0.25633	non-HFC
DcoA	78750000	0.13457	non-HFC
DcoA	78850000	0.31966	non-HFC
DcoA	78950000	0.2174	non-HFC
DcoA	79050000	0.34038	non-HFC
DcoA	79150000	0.31126	non-HFC
DcoA	79250000	0.26422	non-HFC
DcoA	79350000	0.3116	non-HFC
DcoA	79450000	0.27124	non-HFC
DcoA	79550000	0.22491	non-HFC
DcoA	79650000	0.22005	non-HFC
DcoA	79750000	0.30672	non-HFC
DcoA	79850000	0.2964	non-HFC
DcoA	79950000	0.26664	non-HFC
DcoA	80050000	0.30534	non-HFC
DcoA	80150000	0.21648	non-HFC
DcoA	80250000	0.217	non-HFC
DcoA	80350000	0.23252	non-HFC
DcoA	80450000	0.24261	non-HFC
DcoA	80550000	0.25568	non-HFC
DcoA	80650000	0.16594	non-HFC
DcoA	80750000	0.27798	non-HFC
DcoA	80850000	0.29058	non-HFC
DcoA	80950000	0.23364	non-HFC
DcoA	81050000	0.20325	non-HFC
DcoA	81150000	0.29907	non-HFC
DcoA	81250000	0.23985	non-HFC
DcoA	81350000	0.26586	non-HFC
DcoA	81450000	0.28494	non-HFC
DcoA	81550000	0.29217	non-HFC
DcoA	81650000	0.31646	non-HFC
DcoA	81750000	0.18766	non-HFC
DcoA	81850000	0.1584	non-HFC
DcoA	81936122	0.11095577548619281	non-HFC
DcoB	50000	0.20281	non-HFC
DcoB	150000	0.20045	non-HFC
DcoB	250000	0.24954	non-HFC
DcoB	350000	0.21288	non-HFC
DcoB	450000	0.21403	non-HFC
DcoB	550000	0.19634	non-HFC
DcoB	650000	0.28081	non-HFC
DcoB	750000	0.32195	non-HFC
DcoB	850000	0.24112	non-HFC
DcoB	950000	0.15257	non-HFC
DcoB	1050000	0.22222	non-HFC
DcoB	1150000	0.26793	non-HFC
DcoB	1250000	0.31029	non-HFC
DcoB	1350000	0.30875	non-HFC
DcoB	1450000	0.26248	non-HFC
DcoB	1550000	0.32254	non-HFC
DcoB	1650000	0.27293	non-HFC
DcoB	1750000	0.2446	non-HFC
DcoB	1850000	0.26843	non-HFC
DcoB	1950000	0.26565	non-HFC
DcoB	2050000	0.24204	non-HFC
DcoB	2150000	0.12183366733466934	non-HFC
DcoB	2250000	0.25578	non-HFC
DcoB	2350000	0.27355	non-HFC
DcoB	2450000	0.23541	non-HFC
DcoB	2550000	0.20465	non-HFC
DcoB	2650000	0.0895	non-HFC
DcoB	2750000	0.16725	non-HFC
DcoB	2850000	0.17505	non-HFC
DcoB	2950000	0.15048	non-HFC
DcoB	3050000	0.1575	non-HFC
DcoB	3150000	0.11004	non-HFC
DcoB	3250000	0.1945	non-HFC
DcoB	3350000	0.11537	non-HFC
DcoB	3450000	0.18118	non-HFC
DcoB	3550000	0.17063	non-HFC
DcoB	3650000	0.23373	non-HFC
DcoB	3750000	0.15637	non-HFC
DcoB	3850000	0.20053	non-HFC
DcoB	3950000	0.19984	non-HFC
DcoB	4050000	0.2351	non-HFC
DcoB	4150000	0.206	non-HFC
DcoB	4250000	0.30853	non-HFC
DcoB	4350000	0.22965	non-HFC
DcoB	4450000	0.23841	non-HFC
DcoB	4550000	0.21677	non-HFC
DcoB	4650000	0.21457	non-HFC
DcoB	4750000	0.213	non-HFC
DcoB	4850000	0.14536	non-HFC
DcoB	4950000	0.13724	non-HFC
DcoB	5050000	0.18867	non-HFC
DcoB	5150000	0.25164	non-HFC
DcoB	5250000	0.19969	non-HFC
DcoB	5350000	0.19673	non-HFC
DcoB	5450000	0.23496	non-HFC
DcoB	5550000	0.17949	non-HFC
DcoB	5650000	0.11199	non-HFC
DcoB	5750000	0.2115	non-HFC
DcoB	5850000	0.17001	non-HFC
DcoB	5950000	0.2229	non-HFC
DcoB	6050000	0.18714	non-HFC
DcoB	6150000	0.17637	non-HFC
DcoB	6250000	0.24228	non-HFC
DcoB	6350000	0.20343	non-HFC
DcoB	6450000	0.22523	non-HFC
DcoB	6550000	0.20522	non-HFC
DcoB	6650000	0.07517	non-HFC
DcoB	6750000	0.10428	non-HFC
DcoB	6850000	0.3027	non-HFC
DcoB	6950000	0.20049	non-HFC
DcoB	7050000	0.20349	non-HFC
DcoB	7150000	0.21607	non-HFC
DcoB	7250000	0.25265	non-HFC
DcoB	7350000	0.27126	non-HFC
DcoB	7450000	0.28196	non-HFC
DcoB	7550000	0.28506	non-HFC
DcoB	7650000	0.27539	non-HFC
DcoB	7750000	0.24501	non-HFC
DcoB	7850000	0.20865	non-HFC
DcoB	7950000	0.1626	non-HFC
DcoB	8050000	0.15333667334669338	non-HFC
DcoB	8150000	0.2463	non-HFC
DcoB	8250000	0.23508	non-HFC
DcoB	8350000	0.2001	non-HFC
DcoB	8450000	0.25745	non-HFC
DcoB	8550000	0.15391	non-HFC
DcoB	8650000	0.24916	non-HFC
DcoB	8750000	0.34587	non-HFC
DcoB	8850000	0.32156	non-HFC
DcoB	8950000	0.19206	non-HFC
DcoB	9050000	0.21096	non-HFC
DcoB	9150000	0.2089	non-HFC
DcoB	9250000	0.15638	non-HFC
DcoB	9350000	0.195	non-HFC
DcoB	9450000	0.24774	non-HFC
DcoB	9550000	0.36078	HFC
DcoB	9650000	0.27207	HFC
DcoB	9750000	0.29237	HFC
DcoB	9850000	0.2245	HFC
DcoB	9950000	0.2213	HFC
DcoB	10050000	0.1768	HFC
DcoB	10150000	0.22224	HFC
DcoB	10250000	0.17147	HFC
DcoB	10350000	0.23689	HFC
DcoB	10450000	0.28989	HFC
DcoB	10550000	0.10521	HFC
DcoB	10650000	0.18098	HFC
DcoB	10750000	0.22035	HFC
DcoB	10850000	0.24987	HFC
DcoB	10950000	0.25395	HFC
DcoB	11050000	0.15288	HFC
DcoB	11150000	0.24845	HFC
DcoB	11250000	0.45062	HFC
DcoB	11350000	0.24269	HFC
DcoB	11450000	0.20855	HFC
DcoB	11550000	0.26475	HFC
DcoB	11650000	0.26366	HFC
DcoB	11750000	0.22415	HFC
DcoB	11850000	0.27972	HFC
DcoB	11950000	0.33387	HFC
DcoB	12050000	0.34295	HFC
DcoB	12150000	0.38985	HFC
DcoB	12250000	0.30888	HFC
DcoB	12350000	0.37667	HFC
DcoB	12450000	0.28409	HFC
DcoB	12550000	0.39584	non-HFC
DcoB	12650000	0.40598	non-HFC
DcoB	12750000	0.35561	non-HFC
DcoB	12850000	0.2871	non-HFC
DcoB	12950000	0.32373	non-HFC
DcoB	13050000	0.27969	non-HFC
DcoB	13150000	0.26371	non-HFC
DcoB	13250000	0.19478	non-HFC
DcoB	13350000	0.26271	non-HFC
DcoB	13450000	0.27336	non-HFC
DcoB	13550000	0.24429	non-HFC
DcoB	13650000	0.24915	non-HFC
DcoB	13750000	0.23055	non-HFC
DcoB	13850000	0.13602	non-HFC
DcoB	13950000	0.17112	non-HFC
DcoB	14050000	0.21789	non-HFC
DcoB	14150000	0.10477	non-HFC
DcoB	14250000	0.21011	non-HFC
DcoB	14350000	0.10881	non-HFC
DcoB	14450000	0.25071	non-HFC
DcoB	14550000	0.31314	non-HFC
DcoB	14650000	0.17418	non-HFC
DcoB	14750000	0.25275	non-HFC
DcoB	14850000	0.2369	non-HFC
DcoB	14950000	0.14658	non-HFC
DcoB	15050000	0.21454	non-HFC
DcoB	15150000	0.15206	non-HFC
DcoB	15250000	0.32611	non-HFC
DcoB	15350000	0.23409	non-HFC
DcoB	15450000	0.26425	non-HFC
DcoB	15550000	0.20727	non-HFC
DcoB	15650000	0.15135	non-HFC
DcoB	15750000	0.2145691382765531	non-HFC
DcoB	15850000	0.18697	non-HFC
DcoB	15950000	0.27053	non-HFC
DcoB	16050000	0.2229	non-HFC
DcoB	16150000	0.29955	non-HFC
DcoB	16250000	0.29086	non-HFC
DcoB	16350000	0.25546	non-HFC
DcoB	16450000	0.18007	non-HFC
DcoB	16550000	0.18472	non-HFC
DcoB	16650000	0.21789	non-HFC
DcoB	16750000	0.28158	non-HFC
DcoB	16850000	0.31203	non-HFC
DcoB	16950000	0.18447	non-HFC
DcoB	17050000	0.34027	non-HFC
DcoB	17150000	0.22246	non-HFC
DcoB	17250000	0.23946	non-HFC
DcoB	17350000	0.24985	non-HFC
DcoB	17450000	0.2698	non-HFC
DcoB	17550000	0.24895	non-HFC
DcoB	17650000	0.29184	non-HFC
DcoB	17750000	0.22501	non-HFC
DcoB	17850000	0.24239	non-HFC
DcoB	17950000	0.28311	non-HFC
DcoB	18050000	0.25662	non-HFC
DcoB	18150000	0.26691	non-HFC
DcoB	18250000	0.20118	non-HFC
DcoB	18350000	0.21509	non-HFC
DcoB	18450000	0.23714	non-HFC
DcoB	18550000	0.28689	non-HFC
DcoB	18650000	0.23703	non-HFC
DcoB	18750000	0.25757	non-HFC
DcoB	18850000	0.14478	non-HFC
DcoB	18950000	0.2629058116232465	non-HFC
DcoB	19050000	0.25785	non-HFC
DcoB	19150000	0.28856	non-HFC
DcoB	19250000	0.28915	non-HFC
DcoB	19350000	0.22464	non-HFC
DcoB	19450000	0.18462	non-HFC
DcoB	19550000	0.20646	non-HFC
DcoB	19650000	0.23063	non-HFC
DcoB	19750000	0.26614	non-HFC
DcoB	19850000	0.29646	non-HFC
DcoB	19950000	0.22368	non-HFC
DcoB	20050000	0.27476	non-HFC
DcoB	20150000	0.22818	non-HFC
DcoB	20250000	0.19891	non-HFC
DcoB	20350000	0.22644	non-HFC
DcoB	20450000	0.18378	non-HFC
DcoB	20550000	0.15141	non-HFC
DcoB	20650000	0.23466	non-HFC
DcoB	20750000	0.21775	non-HFC
DcoB	20850000	0.28859	non-HFC
DcoB	20950000	0.20179	non-HFC
DcoB	21050000	0.21826	non-HFC
DcoB	21150000	0.24701	non-HFC
DcoB	21250000	0.26025	non-HFC
DcoB	21350000	0.22344	non-HFC
DcoB	21450000	0.27396	non-HFC
DcoB	21550000	0.30423	non-HFC
DcoB	21650000	0.14508	non-HFC
DcoB	21750000	0.27985	non-HFC
DcoB	21850000	0.31647	non-HFC
DcoB	21950000	0.18335	non-HFC
DcoB	22050000	0.29609	non-HFC
DcoB	22150000	0.16589	non-HFC
DcoB	22250000	0.2794	non-HFC
DcoB	22350000	0.22514	non-HFC
DcoB	22450000	0.20661	non-HFC
DcoB	22550000	0.25989	non-HFC
DcoB	22650000	0.17868	non-HFC
DcoB	22750000	0.22262	non-HFC
DcoB	22850000	0.22525	non-HFC
DcoB	22950000	0.26751	non-HFC
DcoB	23050000	0.16317	non-HFC
DcoB	23150000	0.23511	non-HFC
DcoB	23250000	0.08444	non-HFC
DcoB	23350000	0.25536	non-HFC
DcoB	23450000	0.21017	non-HFC
DcoB	23550000	0.24748	non-HFC
DcoB	23650000	0.17502	non-HFC
DcoB	23750000	0.17666	non-HFC
DcoB	23850000	0.15315	non-HFC
DcoB	23950000	0.22152	non-HFC
DcoB	24050000	0.248	non-HFC
DcoB	24150000	0.24775	non-HFC
DcoB	24250000	0.20493	non-HFC
DcoB	24350000	0.25963	non-HFC
DcoB	24450000	0.18191	non-HFC
DcoB	24550000	0.16498	non-HFC
DcoB	24650000	0.3184	non-HFC
DcoB	24750000	0.20556	non-HFC
DcoB	24850000	0.17994	non-HFC
DcoB	24950000	0.20584	non-HFC
DcoB	25050000	0.21168	non-HFC
DcoB	25150000	0.31332	non-HFC
DcoB	25250000	0.2292	non-HFC
DcoB	25350000	0.19791	non-HFC
DcoB	25450000	0.24627	non-HFC
DcoB	25550000	0.25455	HFC
DcoB	25650000	0.27198	HFC
DcoB	25750000	0.2586	HFC
DcoB	25850000	0.28864	HFC
DcoB	25950000	0.2892	HFC
DcoB	26050000	0.3243	HFC
DcoB	26150000	0.2807	HFC
DcoB	26250000	0.27918	HFC
DcoB	26350000	0.30147	HFC
DcoB	26450000	0.23607	HFC
DcoB	26550000	0.23234	HFC
DcoB	26650000	0.26453	HFC
DcoB	26750000	0.35123	HFC
DcoB	26850000	0.30724	HFC
DcoB	26950000	0.3244	HFC
DcoB	27050000	0.2795	HFC
DcoB	27150000	0.40971	HFC
DcoB	27250000	0.39929	HFC
DcoB	27350000	0.31692	HFC
DcoB	27450000	0.34973	HFC
DcoB	27550000	0.26359	HFC
DcoB	27650000	0.31724	HFC
DcoB	27750000	0.24736	HFC
DcoB	27850000	0.25049	HFC
DcoB	27950000	0.23878	HFC
DcoB	28050000	0.29215	HFC
DcoB	28150000	0.33858	HFC
DcoB	28250000	0.24816	HFC
DcoB	28350000	0.3748	HFC
DcoB	28450000	0.3119	HFC
DcoB	28550000	0.27357	non-HFC
DcoB	28650000	0.27144	non-HFC
DcoB	28750000	0.22417	non-HFC
DcoB	28850000	0.19022	non-HFC
DcoB	28950000	0.19534	non-HFC
DcoB	29050000	0.26812	non-HFC
DcoB	29150000	0.20094	non-HFC
DcoB	29250000	0.27516	non-HFC
DcoB	29350000	0.11104	non-HFC
DcoB	29450000	0.2546	non-HFC
DcoB	29550000	0.15661	non-HFC
DcoB	29650000	0.15372	non-HFC
DcoB	29750000	0.24762	non-HFC
DcoB	29850000	0.24156	non-HFC
DcoB	29950000	0.19945	non-HFC
DcoB	30050000	0.29218	non-HFC
DcoB	30150000	0.24367	non-HFC
DcoB	30250000	0.19995	non-HFC
DcoB	30350000	0.21486	non-HFC
DcoB	30450000	0.17779	non-HFC
DcoB	30550000	0.24032	non-HFC
DcoB	30650000	0.19413	non-HFC
DcoB	30750000	0.14853	non-HFC
DcoB	30850000	0.1218	non-HFC
DcoB	30950000	0.34905	non-HFC
DcoB	31050000	0.15936	non-HFC
DcoB	31150000	0.22758	non-HFC
DcoB	31250000	0.17101	non-HFC
DcoB	31350000	0.1767	non-HFC
DcoB	31450000	0.21118	non-HFC
DcoB	31550000	0.20964	non-HFC
DcoB	31650000	0.21396	non-HFC
DcoB	31750000	0.15315	non-HFC
DcoB	31850000	0.16695	non-HFC
DcoB	31950000	0.20407	non-HFC
DcoB	32050000	0.18219	non-HFC
DcoB	32150000	0.28764	non-HFC
DcoB	32250000	0.3315	non-HFC
DcoB	32350000	0.22111	non-HFC
DcoB	32450000	0.22865	non-HFC
DcoB	32550000	0.24438	non-HFC
DcoB	32650000	0.32615	non-HFC
DcoB	32750000	0.13756	non-HFC
DcoB	32850000	0.15913	non-HFC
DcoB	32950000	0.23282	non-HFC
DcoB	33050000	0.31791	non-HFC
DcoB	33150000	0.36178	non-HFC
DcoB	33250000	0.27924	non-HFC
DcoB	33350000	0.19934	non-HFC
DcoB	33450000	0.21942	non-HFC
DcoB	33550000	0.18127	non-HFC
DcoB	33650000	0.20002	non-HFC
DcoB	33750000	0.19338	non-HFC
DcoB	33850000	0.22411	non-HFC
DcoB	33950000	0.23526	non-HFC
DcoB	34050000	0.19981	non-HFC
DcoB	34150000	0.25364	non-HFC
DcoB	34250000	0.23459	non-HFC
DcoB	34350000	0.31344	non-HFC
DcoB	34450000	0.23075	non-HFC
DcoB	34550000	0.242	non-HFC
DcoB	34650000	0.25793	non-HFC
DcoB	34750000	0.2234	non-HFC
DcoB	34850000	0.21692	non-HFC
DcoB	34950000	0.21582	non-HFC
DcoB	35050000	0.19177	non-HFC
DcoB	35150000	0.30435	non-HFC
DcoB	35250000	0.29351	non-HFC
DcoB	35350000	0.25719	non-HFC
DcoB	35450000	0.20152	non-HFC
DcoB	35550000	0.26857	non-HFC
DcoB	35650000	0.18028	non-HFC
DcoB	35750000	0.17385	non-HFC
DcoB	35850000	0.22434	non-HFC
DcoB	35950000	0.22341	non-HFC
DcoB	36050000	0.21951	non-HFC
DcoB	36150000	0.25395	non-HFC
DcoB	36250000	0.25803	non-HFC
DcoB	36350000	0.24135	non-HFC
DcoB	36450000	0.20289	non-HFC
DcoB	36550000	0.2719	non-HFC
DcoB	36650000	0.25886	non-HFC
DcoB	36750000	0.25918	non-HFC
DcoB	36850000	0.23113	non-HFC
DcoB	36950000	0.23866	non-HFC
DcoB	37050000	0.30699	non-HFC
DcoB	37150000	0.24312	non-HFC
DcoB	37250000	0.23742	non-HFC
DcoB	37350000	0.25927	non-HFC
DcoB	37450000	0.2499	non-HFC
DcoB	37550000	0.23214	non-HFC
DcoB	37650000	0.2491	non-HFC
DcoB	37750000	0.2791	non-HFC
DcoB	37850000	0.21214	non-HFC
DcoB	37950000	0.25377	non-HFC
DcoB	38050000	0.17459	non-HFC
DcoB	38150000	0.24335	non-HFC
DcoB	38250000	0.09105	non-HFC
DcoB	38350000	0.21888	non-HFC
DcoB	38450000	0.16008	non-HFC
DcoB	38550000	0.18294	non-HFC
DcoB	38650000	0.15426	non-HFC
DcoB	38750000	0.30784	non-HFC
DcoB	38850000	0.26344	non-HFC
DcoB	38950000	0.34674	non-HFC
DcoB	39050000	0.18322	HFC
DcoB	39150000	0.18129	HFC
DcoB	39250000	0.2316	HFC
DcoB	39350000	0.27769	HFC
DcoB	39450000	0.32518	HFC
DcoB	39550000	0.29778	HFC
DcoB	39650000	0.33629	HFC
DcoB	39750000	0.31151	HFC
DcoB	39850000	0.24655	HFC
DcoB	39950000	0.25584	HFC
DcoB	40050000	0.22667	HFC
DcoB	40150000	0.394	HFC
DcoB	40250000	0.3286	HFC
DcoB	40350000	0.28526	HFC
DcoB	40450000	0.2872	HFC
DcoB	40550000	0.22856	HFC
DcoB	40650000	0.25506	HFC
DcoB	40750000	0.21753	HFC
DcoB	40850000	0.24232	HFC
DcoB	40950000	0.19757	HFC
DcoB	41050000	0.24702	HFC
DcoB	41150000	0.22322	HFC
DcoB	41250000	0.20113	HFC
DcoB	41350000	0.18834	HFC
DcoB	41450000	0.21993	HFC
DcoB	41550000	0.16779	HFC
DcoB	41650000	0.22085	HFC
DcoB	41750000	0.11092	HFC
DcoB	41850000	0.24803	HFC
DcoB	41950000	0.21697	HFC
DcoB	42050000	0.19794	non-HFC
DcoB	42150000	0.18516	non-HFC
DcoB	42250000	0.18839	non-HFC
DcoB	42350000	0.2999	non-HFC
DcoB	42450000	0.33287	non-HFC
DcoB	42550000	0.21333	non-HFC
DcoB	42650000	0.20679	non-HFC
DcoB	42750000	0.17727	non-HFC
DcoB	42850000	0.2133	non-HFC
DcoB	42950000	0.30595	non-HFC
DcoB	43050000	0.30269	non-HFC
DcoB	43150000	0.24415	non-HFC
DcoB	43250000	0.22012	non-HFC
DcoB	43350000	0.23763	non-HFC
DcoB	43450000	0.24705	non-HFC
DcoB	43550000	0.20388	non-HFC
DcoB	43650000	0.15979	non-HFC
DcoB	43750000	0.2603	non-HFC
DcoB	43850000	0.1875	non-HFC
DcoB	43950000	0.30024	non-HFC
DcoB	44050000	0.32985	non-HFC
DcoB	44150000	0.26997	non-HFC
DcoB	44250000	0.17031	non-HFC
DcoB	44350000	0.20406	non-HFC
DcoB	44450000	0.21751	non-HFC
DcoB	44550000	0.18805	non-HFC
DcoB	44650000	0.29542	non-HFC
DcoB	44750000	0.25155	non-HFC
DcoB	44850000	0.21948	non-HFC
DcoB	44950000	0.171	non-HFC
DcoB	45050000	0.1611	non-HFC
DcoB	45150000	0.22698	non-HFC
DcoB	45250000	0.24102	non-HFC
DcoB	45350000	0.27534	non-HFC
DcoB	45450000	0.23433	non-HFC
DcoB	45550000	0.20833	non-HFC
DcoB	45650000	0.20024	non-HFC
DcoB	45750000	0.15929	non-HFC
DcoB	45850000	0.28582	non-HFC
DcoB	45950000	0.21841	non-HFC
DcoB	46050000	0.21851	non-HFC
DcoB	46150000	0.24835	non-HFC
DcoB	46250000	0.2879	non-HFC
DcoB	46350000	0.2409	non-HFC
DcoB	46450000	0.21542	non-HFC
DcoB	46550000	0.15954	non-HFC
DcoB	46650000	0.2349	non-HFC
DcoB	46750000	0.23269	non-HFC
DcoB	46850000	0.19542	non-HFC
DcoB	46950000	0.26211	non-HFC
DcoB	47050000	0.23138	non-HFC
DcoB	47150000	0.18954	non-HFC
DcoB	47250000	0.2934	non-HFC
DcoB	47350000	0.18696	non-HFC
DcoB	47450000	0.22082	non-HFC
DcoB	47550000	0.23842	non-HFC
DcoB	47650000	0.25277	non-HFC
DcoB	47750000	0.24694	HFC
DcoB	47850000	0.15339	HFC
DcoB	47950000	0.17828	HFC
DcoB	48050000	0.16258	HFC
DcoB	48150000	0.28318	HFC
DcoB	48250000	0.33877	HFC
DcoB	48350000	0.24678	HFC
DcoB	48450000	0.14505	HFC
DcoB	48550000	0.29568	HFC
DcoB	48650000	0.26811	HFC
DcoB	48750000	0.22182	HFC
DcoB	48850000	0.44188	HFC
DcoB	48950000	0.31696	HFC
DcoB	49050000	0.29776	HFC
DcoB	49150000	0.39435	HFC
DcoB	49250000	0.33469	HFC
DcoB	49350000	0.3315	HFC
DcoB	49450000	0.39111	HFC
DcoB	49550000	0.17511	HFC
DcoB	49650000	0.34079	HFC
DcoB	49750000	0.2905	HFC
DcoB	49850000	0.28364	HFC
DcoB	49950000	0.28759	HFC
DcoB	50050000	0.3066	HFC
DcoB	50150000	0.32868	HFC
DcoB	50250000	0.33189	HFC
DcoB	50350000	0.29397	HFC
DcoB	50450000	0.34117	HFC
DcoB	50550000	0.23613	HFC
DcoB	50650000	0.29114	HFC
DcoB	50750000	0.28254	HFC
DcoB	50850000	0.256	non-HFC
DcoB	50950000	0.2192	non-HFC
DcoB	51050000	0.22202	non-HFC
DcoB	51150000	0.1819	non-HFC
DcoB	51250000	0.20127	non-HFC
DcoB	51350000	0.27479	non-HFC
DcoB	51450000	0.19813	non-HFC
DcoB	51550000	0.12333	non-HFC
DcoB	51650000	0.12204	non-HFC
DcoB	51750000	0.19995	non-HFC
DcoB	51850000	0.20308	non-HFC
DcoB	51950000	0.23667	non-HFC
DcoB	52050000	0.2116	non-HFC
DcoB	52150000	0.25157	non-HFC
DcoB	52250000	0.20626	non-HFC
DcoB	52350000	0.191	non-HFC
DcoB	52450000	0.16026	non-HFC
DcoB	52550000	0.2199	non-HFC
DcoB	52650000	0.26186	non-HFC
DcoB	52750000	0.20383	non-HFC
DcoB	52850000	0.22789	non-HFC
DcoB	52950000	0.16835	non-HFC
DcoB	53050000	0.23997	non-HFC
DcoB	53150000	0.25245	non-HFC
DcoB	53250000	0.29131	non-HFC
DcoB	53350000	0.19352	non-HFC
DcoB	53450000	0.18993	non-HFC
DcoB	53550000	0.20976	non-HFC
DcoB	53650000	0.20955	non-HFC
DcoB	53750000	0.21899	non-HFC
DcoB	53850000	0.19693	non-HFC
DcoB	53950000	0.18775	non-HFC
DcoB	54050000	0.20588	non-HFC
DcoB	54150000	0.31315	non-HFC
DcoB	54250000	0.18755	non-HFC
DcoB	54350000	0.30474	non-HFC
DcoB	54450000	0.21872	non-HFC
DcoB	54550000	0.27771	non-HFC
DcoB	54650000	0.22983	non-HFC
DcoB	54750000	0.26785	non-HFC
DcoB	54850000	0.28418	non-HFC
DcoB	54950000	0.25182	non-HFC
DcoB	55050000	0.24342	non-HFC
DcoB	55150000	0.25164	non-HFC
DcoB	55250000	0.2637	non-HFC
DcoB	55350000	0.25839	non-HFC
DcoB	55450000	0.31037	non-HFC
DcoB	55550000	0.22651	non-HFC
DcoB	55650000	0.30059	non-HFC
DcoB	55750000	0.23163	non-HFC
DcoB	55850000	0.27027	non-HFC
DcoB	55950000	0.24423	non-HFC
DcoB	56050000	0.26922	non-HFC
DcoB	56150000	0.21744	non-HFC
DcoB	56250000	0.29517	non-HFC
DcoB	56350000	0.23703	non-HFC
DcoB	56450000	0.24007	non-HFC
DcoB	56550000	0.25853	non-HFC
DcoB	56650000	0.29199	non-HFC
DcoB	56750000	0.24423	non-HFC
DcoB	56850000	0.22911	non-HFC
DcoB	56950000	0.24972	non-HFC
DcoB	57050000	0.22773	non-HFC
DcoB	57150000	0.29062	non-HFC
DcoB	57250000	0.18356	non-HFC
DcoB	57350000	0.3093	non-HFC
DcoB	57450000	0.27036	non-HFC
DcoB	57550000	0.31503	non-HFC
DcoB	57650000	0.24923	non-HFC
DcoB	57750000	0.2857	non-HFC
DcoB	57850000	0.20628	non-HFC
DcoB	57950000	0.2427	non-HFC
DcoB	58050000	0.24385	non-HFC
DcoB	58150000	0.20801	non-HFC
DcoB	58250000	0.22997	non-HFC
DcoB	58350000	0.28345	non-HFC
DcoB	58450000	0.26346	non-HFC
DcoB	58550000	0.2487	non-HFC
DcoB	58650000	0.21919	non-HFC
DcoB	58750000	0.28128	non-HFC
DcoB	58850000	0.25355	non-HFC
DcoB	58950000	0.24008	non-HFC
DcoB	59050000	0.21531	non-HFC
DcoB	59150000	0.26956	non-HFC
DcoB	59250000	0.17602	non-HFC
DcoB	59350000	0.16357	non-HFC
DcoB	59450000	0.21678	non-HFC
DcoB	59550000	0.32249	non-HFC
DcoB	59650000	0.31766	non-HFC
DcoB	59750000	0.26773	non-HFC
