scaffold_position	PC3
50000	-0.022808736588
150000	-0.032563159592
250000	-0.003531296925
350000	-0.011150292776
450000	-0.011866906007
550000	-0.022107316705
650000	-0.01584392449
750000	-0.018627399211
850000	0.032567485489
950000	0.0055453356635
1050000	-0.021476814162
1150000	-0.013473600151
1250000	-0.000233707143
1350000	-0.017706241549
1450000	-0.013608922511
1550000	-0.0223348160515
1650000	-0.031060709592
1750000	-0.038109593701
1850000	-0.010887953626
1950000	0.013648568822
2050000	0.006765725958
2150000	0.006765725958
2250000	-0.01879278713
2350000	-0.01879278713
2450000	-0.021681137941
2550000	-0.001363944178
2650000	-0.012827897844
2750000	0.009633249189
2850000	-0.00625576467
2950000	0.007689211594
3050000	-0.018421552958
3150000	-0.035688601708
3250000	-0.028106317511
3350000	-0.012296551661
3450000	0.003513214189
3550000	0.001455545377
3650000	-0.000602123435
3750000	-0.000602123435
3850000	-0.02397225931
3950000	-0.02397225931
4050000	-0.027715602693
4150000	-0.028270659705
4250000	-0.017417064496
4350000	-0.0166926322735
4450000	-0.015968200051
4550000	-0.001910080999
4650000	-0.021676976645
4750000	-0.021676976645
4850000	-0.021676976645
4950000	-0.023991938786
5050000	-0.023991938786
5150000	-0.023991938786
5250000	-0.021566451867
5350000	0.001098647152
5450000	-0.016397966147
5550000	0.000956885797
5650000	-0.021900498712
5750000	-0.021455305077
5850000	-0.023570560818
5950000	-0.002219728441
6050000	-0.049583318506
6150000	-0.049583318506
6250000	-0.0116679345
6350000	-0.0116679345
6450000	-0.0116679345
6550000	-0.027921914412
6650000	-0.027921914412
6750000	-0.018760742023
6850000	-0.0276894813555
6950000	-0.036618220688
7050000	-0.004720617336
7150000	-0.0154792852995
7250000	-0.026237953263
7350000	-0.012561749856
7450000	-0.00859055578
7550000	-0.00859055578
7650000	-0.033280355696
7750000	-0.033280355696
7850000	0.001666965244
7950000	-0.003323170351
8050000	-0.008515415711
8150000	-0.032868586771
8250000	-0.000156229073
8350000	-0.009215562335
8450000	-0.018885156894
8550000	-0.028554751453
8650000	0.014913450502
8750000	-0.008204696888
8850000	-0.019830248217
8950000	-0.045537933244
9050000	-0.016345484891500003
9150000	0.012846963461
9250000	0.013343741928
9350000	0.018622066976
9450000	0.046939673236
9550000	-0.014376064118
9650000	0.045547815889
9750000	-0.000571396584
9850000	0.024582016838
9950000	0.030634955728
10050000	0.014509681489
10150000	0.025833829073
10250000	0.030496860713
10350000	0.035159892353
10450000	0.046884832452
10550000	0.04270967299
10650000	0.013163022423
10750000	0.042258615854
10850000	0.043143036117
10950000	0.039305990184
11050000	0.041375190732
11150000	0.034835026482
11250000	0.050917242829
11350000	0.046347942887
11450000	0.033109338018
11550000	0.041035208271
11650000	0.039564802965
11750000	0.04515400612
11850000	0.017265162272
11950000	0.031534586639
12050000	0.023911148763
12150000	0.024949872654
12250000	0.054107174566
12350000	0.043366935471
12450000	0.042581988691
12550000	0.049849054792
12650000	0.02612488963
12750000	0.04786531921
12850000	0.04786531921
12950000	0.022590959059
13050000	0.022590959059
13150000	0.058016171023
13250000	0.026576251111
13350000	0.040077455466
13450000	0.048572601374
13550000	0.011588624556
13650000	0.039355041671
13750000	0.035726448811
13850000	0.019231138413
13950000	0.005768823822
14050000	-0.001990966576
14150000	0.005007834927
14250000	0.01200663643
14350000	-9.378196850000006e-05
14450000	-0.012194200367
14550000	-0.033549434818
14650000	-0.030754408158
14750000	0.001014565363
14850000	0.004935620269
14950000	-0.035725775209
15050000	-0.0215326783145
15150000	-0.00733958142
15250000	-0.013573997872
15350000	-0.035502315908
15450000	-0.038113228963
15550000	-0.05230612942
15650000	-0.03284646652
15750000	-0.025475777199
15850000	-0.026530707149
15950000	-0.026530707149
16050000	-0.023404338911
16150000	-0.023404338911
16250000	-0.023006679457
16350000	-0.031869219774499996
16450000	-0.040731760092
16550000	-0.030891021223
16650000	-0.035827273742
16750000	-0.027008271452500003
16850000	-0.018189269163
16950000	-0.008837312832
17050000	-0.0145911881355
17150000	-0.020345063439
17250000	-0.047500621279
17350000	-0.058969219806
17450000	-0.024429003066
17550000	-0.052203942049
17650000	-0.031772075109
17750000	-0.037641168351
17850000	-0.022344676998
17950000	-0.014310964221
18050000	-0.036340471498
18150000	-0.034220870349
18250000	-0.02000090057
18350000	-0.034949591394
18450000	-0.032846331129
18550000	-0.04883527627
18650000	-0.049876071176
18750000	-0.04063970547
18850000	-0.026577209568
18950000	-0.020338554812
19050000	-0.03366361877
19150000	-0.037910083841
19250000	-0.036493652322
19350000	-0.027702293362
19450000	-0.018454359641
19550000	-0.064225958318
19650000	-0.020037023003
19750000	-0.033030118914
19850000	-0.021575106083
19950000	-0.013756861254
20050000	-0.031477570986
20150000	-0.067879710058
20250000	-0.028560181049
20350000	-0.019849340285
20450000	-0.022997598365
20550000	-0.009305283206
20650000	-0.032353878107
20750000	0.00412104604
20850000	-0.035200967959
20950000	-0.055338457009
21050000	-0.040835015054
21150000	-0.024444878058
