scaffold_position	PC3
50000	-0.017671984361
150000	-0.017945699567
250000	0.003356166387
350000	0.001846643392
450000	-0.025430254958
550000	-0.005646949042
650000	-0.011391153012
750000	-0.014659061496
850000	-0.022750095784
950000	-0.0250379707255
1050000	-0.027325845667
1150000	0.002647759382
1250000	-0.013023918838
1350000	0.001725164539
1450000	0.018375129096
1550000	0.020120125279999998
1650000	0.021865121464
1750000	0.004835272897
1850000	-0.001388140327
1950000	-0.018442515321
2050000	-0.010618621952
2150000	-0.010618621952
2250000	0.003851980519
2350000	0.003851980519
2450000	-0.033899072425
2550000	0.014166931083
2650000	0.006197944951
2750000	-0.001893066784
2850000	0.012743901868
2950000	0.011415989573
3050000	0.017077208057
3150000	-0.012721336776
3250000	-0.016038245337
3350000	-0.0187135521105
3450000	-0.021388858884
3550000	0.018210301743
3650000	-0.002927478338
3750000	-0.002927478338
3850000	-0.004727523558
3950000	-0.004727523558
4050000	0.013785734304
4150000	-0.015810722382
4250000	0.018111100994
4350000	0.006636748455499999
4450000	-0.004837604083
4550000	-0.038098040514
4650000	-0.007496168111
4750000	-0.0251777503885
4850000	-0.042859332666
4950000	0.008920606676
5050000	-0.021210969504
5150000	-0.009169725387
5250000	-0.030304192794
5350000	0.001470492833
5450000	-0.024117240273
5550000	0.007618399558
5650000	-0.014473094017
5750000	0.012537733263
5850000	-0.008334939827
5950000	-0.006770412921
6050000	-0.002879318796
6150000	-0.002879318796
6250000	0.008858905545
6350000	0.008858905545
6450000	-0.015533938651
6550000	-0.022159139137
6650000	-0.028784339623
6750000	-0.018533718412
6850000	-0.0087264863205
6950000	0.001080745771
7050000	0.008227331635
7150000	0.008663625654
7250000	0.009099919673
7350000	0.02274330103
7450000	0.005686551052
7550000	-0.006222849231
7650000	-0.021791333306
7750000	0.01683939741
7850000	0.018828183855
7950000	0.016326436604
8050000	-0.003440324726
8150000	-0.032529512826
8250000	0.022717348449
8350000	-0.001294835457
8450000	-6.184164999999348e-07
8550000	0.001293598624
8650000	0.010569492938
8750000	-0.018676693808
8850000	0.008547837852
8950000	0.01225237999
9050000	0.007966355217
9150000	0.003680330444
9250000	0.025900361043
9350000	-0.001165207991
9450000	-0.011883715044
9550000	0.007864548032
9650000	0.017749390543
9750000	0.017781414699
9850000	0.001292693115
9950000	0.002215437105
10050000	-0.00749682051
10150000	0.005358147697
10250000	0.003343971767
10350000	0.012367576439
10450000	-0.015713351523
10550000	0.010334611558
10650000	0.020034878164
10750000	0.018288760643
10850000	-0.008296185677
10950000	0.006909385811
11050000	-0.00534593822
11150000	0.002916830215
11250000	0.006942004277
11350000	0.031942008164
11450000	-0.001844402859
11550000	0.012163659335
11650000	-0.002935310155
11750000	-0.008525710258
11850000	0.000663200065
11950000	-0.013216227986
12050000	0.006296663206
12150000	0.000477037793
12250000	-0.000767812185
12350000	0.016790145867
12450000	-0.003927695661
12550000	0.009439303292
12650000	-0.00325903024
12750000	0.00910578402
12850000	0.0017309570965000002
12950000	-0.005643869827
13050000	0.0102937025925
13150000	0.026231275012
13250000	0.014546391293
13350000	7.565679e-05
13450000	0.023964192806
13550000	0.00626385537
13650000	0.011060999561
13750000	0.004293841308
13850000	0.00293823351
13950000	0.002844368346
14050000	0.013711741386
14150000	0.0046199880705
14250000	-0.004471765245
14350000	-0.007450963939
14450000	-0.010430162633
14550000	-0.004728225833
14650000	0.018540092588
14750000	0.007658871509
14850000	-0.008268086862
14950000	0.02145036765
15050000	0.013121467308
15150000	0.004792566966
15250000	-0.006576669936
15350000	0.004512625772
15450000	0.006718969932
15550000	-0.031039272953
15650000	-0.0145511563035
15750000	0.001936960346
15850000	-0.00733678011
15950000	-0.00733678011
16050000	0.032073378672
16150000	0.032073378672
16250000	0.021184528076
16350000	0.0231918706115
16450000	0.025199213147
16550000	0.0293555314715
16650000	0.033511849796
16750000	0.023515935291
16850000	0.013520020786
16950000	0.00971913188
17050000	0.0167482362385
17150000	0.023777340597
17250000	0.000814062172
17350000	0.015675030319
17450000	0.016355751256
17550000	0.017036472193
17650000	0.013116107095
17750000	0.015919015266
17850000	0.060063391801
17950000	0.045212622237
18050000	0.052044690787
18150000	0.043189746997
18250000	0.050921606814
18350000	0.049283862617
18450000	0.039170925951
18550000	0.045271605278
18650000	0.049813182351
18750000	0.034303421512
18850000	0.049784835406
18950000	0.061010048836
19050000	0.036504294525
19150000	0.05207476732
19250000	0.074535311691
19350000	0.046344692683
19450000	0.049606983821
19550000	0.081564930605
19650000	0.070172455562
19750000	0.070907029894
19850000	0.033660037871
19950000	0.044476017062
20050000	0.046816536961
20150000	0.052966863296
20250000	0.031363713596
20350000	0.057584538675
20450000	0.047815540274
20550000	0.05897973407
20650000	0.065225744568
20750000	0.035636261824
20850000	0.070258662039
20950000	0.067379627485
21050000	0.060462229204
21150000	0.051970599694
21250000	0.065169559866
21350000	0.036634508823
21450000	0.044412698275
21550000	0.033978147709
21650000	0.04572342083
21750000	0.047526599993
21850000	0.028599761634
21950000	0.041389746974
22050000	0.067060741859
22150000	0.049404248256
22250000	0.055722353102
22350000	0.049214331227
22450000	0.053059723716
22550000	0.056202200233
22650000	0.051590986481
22750000	0.031242470512
22850000	0.041625713537
22950000	0.036759513008
23050000	0.064317420387
23150000	0.052633331513
23250000	0.081182585631
23350000	-0.005861612733
23450000	0.042871886322
23550000	0.030291230533
23650000	0.057602438963
23750000	0.063837598197
23850000	0.043837019527
23950000	0.05402400918
24050000	0.025874026035
24150000	0.046548141864
24250000	0.057508004385
24350000	0.042966250578
24450000	0.030642555487
24550000	0.041975442781
24650000	0.026912280546
24750000	0.039282718835
24850000	0.044157388773
24950000	0.059038792805
25050000	0.036121914219
25150000	0.042485090147
25250000	0.016359658381
25350000	0.014688534924
25450000	0.011368917877
25550000	0.014631002208
25650000	0.017315667168
25750000	0.050722009226
25850000	0.02743357515
25950000	0.005999038043
26050000	-0.01335830705
26150000	-0.016584295325
26250000	0.012610325768
26350000	0.017393043833
26450000	0.018688816322
26550000	0.010771534667
26650000	0.018382250122
26750000	0.044539575807
26850000	0.008346746285
26950000	0.000704484866
27050000	-0.00466890703
27150000	0.017602742361
27250000	-0.007519063798
27350000	0.006421469226
27450000	0.031716060804
27550000	0.004325099367
27650000	0.034254009122
27750000	0.041760515334
27850000	0.029595683827
27950000	0.006516191113
28050000	0.015199256556
28150000	0.0007945416
28250000	0.016878472386
28350000	0.028221018913
28450000	0.0248269754
28550000	0.020193594774
28650000	0.012235804055
28750000	0.021468255631
28850000	0.007002994529
28950000	0.028360276688
29050000	-0.007938136111
29150000	0.023374169024
29250000	0.03558786662
29350000	0.0307435171
29450000	0.029158822196
29550000	0.036139082135
29650000	0.02803721262
29750000	0.032023276162
29850000	0.004528109346
29950000	0.012137231228
30050000	0.027972352934
30150000	0.009252391121
30250000	0.005907686048
30350000	0.020878909668
30450000	0.003449259187
30550000	-0.002140669089
30650000	-0.013520071218
30750000	0.011026929497
30850000	0.020070675781
30950000	0.015082980213
31050000	0.026158401447
31150000	0.002573439808
31250000	0.004428025944
31350000	0.003457256651
31450000	0.004293382263
31550000	0.01258991803
31650000	0.00705122993
31750000	0.0100980365
31850000	-0.002089694454
31950000	0.001884514416
32050000	-0.000788940574
32150000	0.003115944718
32250000	0.01556547294
32350000	0.018317057799
32450000	0.012074513476
32550000	0.005831969153
32650000	0.03957663977
32750000	-0.006193559356
32850000	-0.004942529861
32950000	0.00236737348
33050000	-0.016916559553
33150000	-0.002471544737
33250000	-0.014955700781
33350000	-0.03476968261
33450000	-0.01414910465
33550000	-0.020393302308
33650000	-0.012471615823
33750000	-0.015330037858
33850000	-0.023304420549
33950000	0.009727033928
34050000	-0.027769840337
34150000	-0.024508615313
34250000	-0.02372150622
34350000	-0.010124953828
34450000	-0.018343601437
34550000	-0.031430899346
34650000	-0.028666053674
34750000	-0.027220746678
34850000	0.01157868628
34950000	-0.023509963899
35050000	0.01067313192
35150000	0.006019849728
35250000	-0.019162452023
35350000	-0.018139903019
35450000	-0.012358713806
35550000	-0.010562360059
35650000	-0.024017746647
35750000	-0.024894647111
35850000	0.002481526564
35950000	-0.037860767503
36050000	-0.006723263415
36150000	-0.017605652068
36250000	-0.008981950038
36350000	-0.011725587228
36450000	-0.01216357271
36550000	-0.02975244285
36650000	-0.026029260902
36750000	-0.04579785749
36850000	-0.046914008701
36950000	-0.038978941132
37050000	-0.022172141256
37150000	-0.049529723319
37250000	-0.057735095197
37350000	-0.049508318999
37450000	-0.028234863535
37550000	-0.044334461852
37650000	-0.056618166842
37750000	-0.032396404583
37850000	-0.035007349465
37950000	-0.017604147887
38050000	-0.051878474842
38150000	-0.05047759725
38250000	-0.049916982555
38350000	-0.04935636786
38450000	-0.049057593453
38550000	-0.024609609436
38650000	-0.036481592854
38750000	-0.035512853567
38850000	-0.02126127033
38950000	-0.035796752201
39050000	-0.037756203021
39150000	-0.034273556178
39250000	-0.008048683737
39350000	-0.035186226203
39450000	-0.022525714797
39550000	-0.021404163795
39650000	0.000803744311
39750000	-0.010803397944
39850000	-0.005858589588
39950000	-0.03707868496
40050000	-0.023728550102
40150000	-0.029151702165
40250000	-0.029932880126
40350000	-0.042496939904
40450000	-0.00402731929
40550000	-0.006941489787
40650000	-0.022736782793
40750000	-0.001737653606
40850000	-0.019724334177
40950000	-0.031371844389
41050000	-0.022997011306
41150000	-0.022812855181
41250000	-0.023611567847
41350000	-0.024509643788
41450000	-0.033039295825
41550000	-0.028011645796
41650000	-0.006279251728
41750000	-0.035622807288
41850000	-0.009654933412
41950000	-0.024211528322
42050000	-0.025779793601
42150000	-0.014894474665
42250000	-0.021563421893
42350000	-0.035090177008
42450000	-0.0380143435
42550000	-0.020419705111
42650000	-0.045451386968
42750000	-0.040565367953
42850000	-0.057440073105
42950000	-0.080226015962
43050000	-0.06302927786
43150000	-0.084319904948
43250000	-0.051656435139
43350000	-0.053508372622
43450000	-0.052756222197
43550000	-0.058512775893
43650000	-0.057957366227
43750000	-0.025119631896
43850000	-0.053254224486
43950000	-0.027983474564
44050000	-0.013644035249
44150000	-0.054584700093
44250000	-0.027330921604
44350000	-0.057423406264
44450000	-0.055724995519
44550000	-0.039885158446
44650000	-0.050056891254
44750000	-0.050164640611
44850000	-0.047306335318
44950000	-0.054812169634
45050000	-0.030567229347
45150000	-0.032229094124
45250000	-0.042298145969
45350000	-0.056922561467
45450000	-0.052310142439
45550000	-0.082020074464
45650000	-0.03469581634
45750000	-0.044796357986
45850000	-0.048077976257
45950000	-0.04241889981
46050000	-0.044140177878
46150000	-0.053301387736
46250000	-0.025945469846
46350000	-0.035346322262
46450000	-0.038649166703
46550000	-0.045146354639
46650000	-0.05120330898
46750000	-0.031299603142
46850000	-0.033456572137
46950000	-0.040931622698
47050000	-0.039115322632
47150000	-0.0407203443
47250000	-0.047484535415
47350000	-0.051339075239
47450000	-0.030268077906
47550000	-0.023231431822
47650000	-0.04450385861
47750000	-0.044793785633
47850000	-0.004509240404
47950000	-0.030154322169
48050000	-0.026449240306
48150000	-0.021956352031
48250000	-0.026388077142
48350000	-0.034464052373
48450000	0.019319139639
48550000	-0.008505050629
48650000	-0.030105610314
48750000	-0.030061425641
