scaffold_position	fraction_exonic
55150000	0.23539
55250000	0.27837
55350000	0.25581
55450000	0.26262
55550000	0.27248
55650000	0.24912
55750000	0.2897
55850000	0.27457
55950000	0.25113
56050000	0.22461
56150000	0.35838
56250000	0.24098
56350000	0.2484
56450000	0.21909
56550000	0.2579
56650000	0.15057
56750000	0.22494
56850000	0.29747
56950000	0.21169
57050000	0.28807
57150000	0.20684
57250000	0.27501
57350000	0.26606
57450000	0.25736
57550000	0.26475
57650000	0.22792
57750000	0.24509
57850000	0.24723
57950000	0.23961
58050000	0.20888
58150000	0.28929
58250000	0.26282
58350000	0.34514
58450000	0.30476
58550000	0.26168
58650000	0.22529
58750000	0.21791
58850000	0.20305
58950000	0.25236
59050000	0.20696
59150000	0.22867
59250000	0.29486
59350000	0.23122
59450000	0.22389
59550000	0.23697
59650000	0.25485
59750000	0.2412
59850000	0.23979
59950000	0.23049
60050000	0.19305
60150000	0.21922
60250000	0.10738
60350000	0.21916
60450000	0.27389
60550000	0.26869
60650000	0.21789
60750000	0.26838
60850000	0.26661
60950000	0.15033
61050000	0.21186
61150000	0.2064
61250000	0.24418
61350000	0.2322
61450000	0.17627
61550000	0.2081
61650000	0.21247
61750000	0.17891
61850000	0.16679
61950000	0.27153
62050000	0.21149
62150000	0.21573
62250000	0.19829
62350000	0.23528
62450000	0.18747
62550000	0.3341
62650000	0.22657
62750000	0.29152
62850000	0.16256513026052105
62950000	0.23424
63050000	0.28094
63150000	0.28337
63250000	0.22194
63350000	0.27511
63450000	0.33229
63550000	0.23083
63650000	0.20452
63750000	0.23989
63850000	0.42702
63950000	0.33831
64050000	0.35606
64150000	0.26294
64250000	0.30854
64350000	0.3566
64450000	0.26662324649298597
64550000	0.18398
64650000	0.28794
64750000	0.26041
64850000	0.2435
64950000	0.31276
65050000	0.37889
65150000	0.20611
65250000	0.22207
65350000	0.18497
65450000	0.25363
65550000	0.1969
65650000	0.2875
65750000	0.14194
65850000	0.25285
65950000	0.29422
66050000	0.1497
66150000	0.17271
66250000	0.23874
66350000	0.13476
66450000	0.2373
66550000	0.15768
66650000	0.22288
66750000	0.2636
66850000	0.13574
66950000	0.24426
67050000	0.24151
67150000	0.19965
67250000	0.17335
67350000	0.18079
67450000	0.30042
67550000	0.20698
67650000	0.22863
67750000	0.31059
67850000	0.28181
67950000	0.20043
68050000	0.22595
68150000	0.21408
68250000	0.25916
68350000	0.23665
68450000	0.21027
68550000	0.21859
68650000	0.26052
68750000	0.28565
68850000	0.21316
68950000	0.25171
69050000	0.25331
69150000	0.26508
69250000	0.22998
69350000	0.21691382765531061
69450000	0.2203
69550000	0.20945
69650000	0.176
69750000	0.18772
69850000	0.26837
69950000	0.20859
70050000	0.16051
70150000	0.25308
70250000	0.2164
70350000	0.28264
70450000	0.20295
70550000	0.27809
70650000	0.2061
70750000	0.27249
70850000	0.20854
70950000	0.19182
71050000	0.19984
71150000	0.24639
71250000	0.24293
71350000	0.25146
71450000	0.26814
71550000	0.22678
71650000	0.28088
71750000	0.27389
71850000	0.2755
71950000	0.29075
72050000	0.17403
72150000	0.24772
72250000	0.26831
72350000	0.22861
72450000	0.20844
72550000	0.10866
72650000	0.19071
72750000	0.16795
72850000	0.14414
72950000	0.23232
73050000	0.1395
73150000	0.10714
73250000	0.21429
73350000	0.27794
73450000	0.1257
73550000	0.26668
73650000	0.21499
73750000	0.15653
73850000	0.22702
73950000	0.19403
74050000	0.16061
74150000	0.23886
74250000	0.21603
74350000	0.25842
74450000	0.24174
74550000	0.17487
74650000	0.26509
74750000	0.34169
74850000	0.37354
74950000	0.457
75050000	0.29066
75150000	0.19658
75250000	0.2356
75350000	0.21081
75450000	0.30606
75550000	0.2893
75650000	0.32661
75750000	0.28353
75850000	0.2818
75950000	0.34502
76050000	0.25365
76150000	0.38286
76250000	0.42234
76350000	0.3248
76450000	0.19093
76550000	0.30618
76650000	0.22356
76750000	0.25349
76850000	0.24145
76950000	0.25216
77050000	0.28924
77150000	0.32642
77250000	0.24948
77350000	0.21884
77450000	0.30731
77550000	0.24278
77650000	0.24429
77750000	0.26739
77850000	0.24996
77950000	0.21459
78050000	0.17883
78150000	0.30178
78250000	0.22443
78350000	0.31959
78450000	0.22142
78550000	0.24582
78650000	0.2221
78750000	0.16703
78850000	0.22072
78950000	0.21038
79050000	0.25407
79150000	0.16797
79250000	0.21876
79350000	0.19585
79450000	0.25627
79550000	0.14197
79650000	0.20915
79750000	0.15099
79850000	0.17326
79950000	0.1495
80050000	0.11177
80150000	0.23768
80250000	0.10922
80350000	0.2119
80450000	0.20067
80550000	0.26563
80650000	0.24029
80750000	0.28842
80850000	0.29004
80950000	0.24348
81050000	0.19586
81150000	0.18136
81250000	0.20691
81350000	0.32803
81450000	0.44786
81550000	0.28116
81650000	0.24931
81750000	0.27601
81850000	0.29075
81950000	0.2662
82050000	0.28015
82150000	0.25003
82250000	0.27005
82350000	0.29511
82450000	0.27593186372745493
82550000	0.25038
82650000	0.19864
82750000	0.2532
82850000	0.22522
82950000	0.18405
83050000	0.28917
83150000	0.21532
83250000	0.2083066132264529
83350000	0.22199
83450000	0.12467
83550000	0.26208
83650000	0.13276
83750000	0.19135
83850000	0.23769
83950000	0.25485
84050000	0.22443
84150000	0.15839
84250000	0.23594
84350000	0.22691
84450000	0.25071
84550000	0.181
84650000	0.237
84750000	0.18721
84850000	0.29319
84950000	0.20957
85050000	0.31366
85150000	0.2871
85250000	0.2849
85350000	0.31058
85450000	0.2641
85550000	0.21555
85650000	0.19641
85750000	0.24384
85850000	0.32037
85950000	0.26205
86050000	0.25932
86150000	0.27696
86250000	0.25449
86350000	0.19431
86450000	0.23988
86550000	0.18201
86650000	0.22927
86750000	0.21262
86850000	0.26843
86950000	0.19515
87050000	0.26952
87150000	0.26625
87250000	0.22078
87350000	0.19057
87450000	0.23616
87550000	0.26755
87650000	0.24248
87750000	0.30397
87850000	0.20391
87950000	0.31245
88050000	0.23865
88150000	0.12006
88250000	0.1338
88350000	0.14607
88450000	0.08224
88550000	0.11781
88650000	0.06387
88701591	0.0
