scaffold_position	fraction_exonic
46650000	0.28347
46750000	0.2898
46850000	0.30361
46950000	0.30322
47050000	0.33094
47150000	0.30309
47250000	0.33135
47350000	0.22479
47450000	0.32213
47550000	0.28456
47650000	0.2218436873747495
47750000	0.29114
47850000	0.14401
47950000	0.21333
48050000	0.18702
48150000	0.28363
48250000	0.14309
48350000	0.09231
48450000	0.23328
48550000	0.16867
48650000	0.28071
48750000	0.17021
48850000	0.24546
48950000	0.19182
49050000	0.20343
49150000	0.18252
49250000	0.20603
49350000	0.25704
49450000	0.1716
49550000	0.22137274549098196
49650000	0.18605
49750000	0.23595
49850000	0.23694
49950000	0.23068
50050000	0.22008
50150000	0.17909
50250000	0.24159
50350000	0.17097
50450000	0.19116
50550000	0.19425
50650000	0.25239
50750000	0.27015
50850000	0.17818
50950000	0.29964
51050000	0.23729
51150000	0.35832
51250000	0.25838
51350000	0.28504
51450000	0.26968
51550000	0.23742
51650000	0.25209
51750000	0.26304
51850000	0.22566
51950000	0.31979
52050000	0.21863
52150000	0.29519
52250000	0.23499
52350000	0.23445
52450000	0.25951
52550000	0.25449
52650000	0.2083
52750000	0.31634
52850000	0.24483
52950000	0.29714
53050000	0.28367
53150000	0.27444
53250000	0.2292
53350000	0.25239
53450000	0.23549
53550000	0.28612
53650000	0.18402
53750000	0.29878
53850000	0.26717
53950000	0.35647
54050000	0.26295
54150000	0.26001
54250000	0.22717
54350000	0.22354
54450000	0.23256
54550000	0.21211
54650000	0.3438
54750000	0.28186
54850000	0.20351
54950000	0.25625
55050000	0.27807
55150000	0.25738
55250000	0.25829
55350000	0.21507
55450000	0.27441
55550000	0.16842
55650000	0.18949
55750000	0.28196
55850000	0.27998
55950000	0.28343
56050000	0.24740480961923847
56150000	0.25376
56250000	0.24514
56350000	0.19746
56450000	0.24646
56550000	0.23269
56650000	0.21083
56750000	0.22563
56850000	0.23203
56950000	0.19593
57050000	0.17402
57150000	0.24919
57250000	0.24333
57350000	0.2229
57450000	0.30639
57550000	0.23282
57650000	0.29889
57750000	0.27798
57850000	0.30442
57950000	0.23816
58050000	0.28983
58150000	0.24939
58250000	0.24417
58350000	0.29264
58450000	0.34118
58550000	0.21657
58650000	0.24316
58750000	0.3531
58850000	0.35813
58950000	0.30626
59050000	0.35057
59150000	0.30006
59250000	0.23066
59350000	0.36442
59450000	0.30089
59550000	0.19918
59650000	0.28785
59750000	0.25602
59850000	0.31215
59950000	0.37038
60050000	0.27811
60150000	0.21074
60250000	0.18884
60350000	0.27689
60450000	0.23038
60550000	0.27696392785571144
60650000	0.15122
60750000	0.2851
60850000	0.19788577154308618
60950000	0.2034
61050000	0.17536
61150000	0.21022
61250000	0.15406
61350000	0.15803
61450000	0.20223
61550000	0.32394
61650000	0.18951
61750000	0.18836
61850000	0.3389679358717435
61950000	0.22246
62050000	0.15842
62150000	0.29955
62250000	0.23838
62350000	0.21197
62450000	0.25677
62550000	0.26693
62650000	0.23153
62750000	0.24181
62850000	0.27296
62950000	0.23506
63050000	0.21815
63150000	0.18166
63250000	0.22476
63350000	0.30109
63450000	0.27103
63550000	0.28909
63650000	0.2118436873747495
63750000	0.27854
63850000	0.26002
63950000	0.23676
64050000	0.31188
64150000	0.23842685370741484
64250000	0.23488
64350000	0.21477
64450000	0.22251
64550000	0.23468
64650000	0.23685
64750000	0.22589
64850000	0.22189
64950000	0.24736
65050000	0.26389
65150000	0.2193
65250000	0.27415
65350000	0.27125
65450000	0.23006
65550000	0.27087
65650000	0.19163
65750000	0.28353
65850000	0.24761
65950000	0.28644
66050000	0.27882
66150000	0.24375
66250000	0.309
66350000	0.29658316633266535
66450000	0.28724
66550000	0.2083
66650000	0.247
66750000	0.29863
66850000	0.22171
66950000	0.16023
67050000	0.15915
67150000	0.19244
67250000	0.15087
67350000	0.21328
67450000	0.16906
67550000	0.12734
67650000	0.32036
67750000	0.17672
67850000	0.22116
67950000	0.24552
68050000	0.2205
68150000	0.24102
68250000	0.24744
68350000	0.16078
68450000	0.21925
68550000	0.20407
68650000	0.25479
68750000	0.21555
68850000	0.26151
68950000	0.18705
69050000	0.38835
69150000	0.27566
69250000	0.43707
69350000	0.47742
69450000	0.25071
69550000	0.22426
69650000	0.22307
69750000	0.30222
69850000	0.31515
69950000	0.3654
70050000	0.27545
70150000	0.26895
70250000	0.37335
70350000	0.28353
70450000	0.39291
70550000	0.34047
70650000	0.28942
70750000	0.31333
70850000	0.27075
70950000	0.24806
71050000	0.26299
71150000	0.26674
71250000	0.27346
71350000	0.35733
71450000	0.24261
71550000	0.19927
71650000	0.30695
71750000	0.28949
71850000	0.22468
71950000	0.29247
72050000	0.29397
72150000	0.22236
72250000	0.26644
72350000	0.19445
72450000	0.27956
72550000	0.27369
72650000	0.25643
72750000	0.22473
72850000	0.21306
72950000	0.23391
73050000	0.22442
73150000	0.26244
73250000	0.14478
73350000	0.15745
73450000	0.21452
73550000	0.18483
73650000	0.2004
73750000	0.19888
73850000	0.16556
73950000	0.12816
74050000	0.22362
74150000	0.18318
74250000	0.20983
74350000	0.24179
74450000	0.30918
74550000	0.18885
74650000	0.34697
74750000	0.27661
74850000	0.21962
74950000	0.15072
75050000	0.27733
75150000	0.29042
75250000	0.46774
75350000	0.26572
75450000	0.26792
75550000	0.30502
75650000	0.26727
75750000	0.22553
75850000	0.25159
75950000	0.29673
76050000	0.26501
76150000	0.20917
76250000	0.30747
76350000	0.20034
76450000	0.2344
76550000	0.30447
76650000	0.19017
76750000	0.31218
76850000	0.21177
76950000	0.27933
77050000	0.27589
77150000	0.20622
77250000	0.2659
77350000	0.24529
77450000	0.25321
77550000	0.21381
77650000	0.21318
77750000	0.12294
77850000	0.20249
77950000	0.22849
78050000	0.25886
78150000	0.18637
78250000	0.14726
78350000	0.27229
78450000	0.27506
78550000	0.22266
78650000	0.25633
78750000	0.13457
78850000	0.31966
78950000	0.2174
79050000	0.34038
79150000	0.31126
79250000	0.26422
79350000	0.3116
79450000	0.27124
79550000	0.22491
79650000	0.22005
79750000	0.30672
79850000	0.2964
79950000	0.26664
80050000	0.30534
80150000	0.21648
80250000	0.217
80350000	0.23252
80450000	0.24261
80550000	0.25568
80650000	0.16594
80750000	0.27798
80850000	0.29058
80950000	0.23364
81050000	0.20325
81150000	0.29907
81250000	0.23985
81350000	0.26586
81450000	0.28494
81550000	0.29217
81650000	0.31646
81750000	0.18766
81850000	0.1584
81936122	0.11095577548619281
